company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q1,2015-01-01,2015-03-31,2016-04-19 16:08:30+00:00,2.64,2.64,2.57,37700000.0,97000000.0,97000000.0,97000000.0,,195300000.0,532100000.0,,4300000.0,44400000.0,162000000.0,195300000.0,336800000.0,206400000.0,130400000.0,4300000.0,134700000.0,532100000.0,36700000.0,36700000.0,37700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2015.0,Q1TTM,2014-04-01,2015-03-31,,12.85,12.85,12.85,151700000.0,471500000.0,471500000.0,471500000.0,,763900000.0,2199100000.0,,4600000.0,179400000.0,637200000.0,763900000.0,1435200000.0,816600000.0,618600000.0,4600000.0,623200000.0,2199100000.0,36700000.0,36700000.0,37700000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,FY,2016-01-01,2016-12-31,2019-02-04 17:27:54+00:00,6.4,6.43,6.26,247000000.0,738300000.0,738300000.0,738300000.0,,813600000.0,2706500000.0,,35600000.0,239600000.0,703600000.0,813600000.0,1892900000.0,943200000.0,949700000.0,35600000.0,985300000.0,2706500000.0,115400000.0,114900000.0,117900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q4,2016-10-01,2016-12-31,,1.8,1.8,1.8,74200000.0,206400000.0,206400000.0,206400000.0,,229000000.0,759000000.0,,11700000.0,69100000.0,192000000.0,229000000.0,530000000.0,261100000.0,268900000.0,11700000.0,280600000.0,759000000.0,115400000.0,114900000.0,117900000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q3,2016-07-01,2016-09-30,2017-10-20 16:49:57+00:00,1.82,1.82,1.77,55800000.0,211000000.0,211000000.0,211000000.0,,195900000.0,682900000.0,,10400000.0,62600000.0,168000000.0,195900000.0,487000000.0,230600000.0,256400000.0,10400000.0,266800000.0,682900000.0,115900000.0,116100000.0,119100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q3YTD,2016-01-01,2016-09-30,,4.58,4.58,4.58,172800000.0,531900000.0,531900000.0,531900000.0,,584600000.0,1947500000.0,,23900000.0,170500000.0,511600000.0,584600000.0,1362900000.0,682100000.0,680800000.0,23900000.0,704700000.0,1947500000.0,115900000.0,116100000.0,119100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q3TTM,2015-10-01,2016-09-30,,6.22,6.22,6.22,234600000.0,721900000.0,721900000.0,721900000.0,,802300000.0,2624000000.0,,29800000.0,223100000.0,671900000.0,802300000.0,1821700000.0,895000000.0,926700000.0,29800000.0,956500000.0,2624000000.0,115900000.0,116100000.0,119100000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q2,2016-04-01,2016-06-30,2017-07-21 16:39:38+00:00,4.82,4.82,4.71,68900000.0,184500000.0,184500000.0,184500000.0,,199200000.0,670100000.0,,8000000.0,54700000.0,170800000.0,199200000.0,470900000.0,225500000.0,245400000.0,8000000.0,253400000.0,670100000.0,38300000.0,38300000.0,39200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q2YTD,2016-01-01,2016-06-30,,8.38,8.38,8.38,117000000.0,320900000.0,320900000.0,320900000.0,,388700000.0,1264600000.0,,13500000.0,107900000.0,343600000.0,388700000.0,875900000.0,451500000.0,424400000.0,13500000.0,437900000.0,1264600000.0,38300000.0,38300000.0,39200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q2TTM,2015-07-01,2016-06-30,,17.71,17.71,17.71,205100000.0,678200000.0,678200000.0,678200000.0,,800300000.0,2530800000.0,,23100000.0,211500000.0,658800000.0,800300000.0,1730500000.0,870300000.0,860200000.0,23100000.0,883300000.0,2530800000.0,38300000.0,38300000.0,39200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q1,2016-01-01,2016-03-31,2017-04-19 17:29:20+00:00,3.62,3.62,3.54,48100000.0,136400000.0,136400000.0,136400000.0,,189500000.0,594500000.0,,5500000.0,53200000.0,172800000.0,189500000.0,405000000.0,226000000.0,179000000.0,5500000.0,184500000.0,594500000.0,37700000.0,37700000.0,38500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2016.0,Q1TTM,2015-04-01,2016-03-31,,16.66,16.66,16.66,180100000.0,628200000.0,628200000.0,628200000.0,,800700000.0,2446800000.0,,19700000.0,206200000.0,651300000.0,800700000.0,1646100000.0,857500000.0,788600000.0,19700000.0,808300000.0,2446800000.0,37700000.0,37700000.0,38500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,FY,2017-01-01,2017-12-31,2020-02-07 17:18:28+00:00,6.01,6.01,5.77,433900000.0,670900000.0,670900000.0,670900000.0,-400000.0,936200000.0,3138200000.0,,41900000.0,328600000.0,810500000.0,936200000.0,2202000000.0,1139100000.0,1062900000.0,41900000.0,1104800000.0,3138200000.0,111600000.0,111700000.0,116300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q3,2017-07-01,2017-09-30,2018-10-19 19:30:07+00:00,2.66,2.67,2.56,-7200000.0,298600000.0,298600000.0,298600000.0,0.0,239700000.0,807800000.0,,10800000.0,83400000.0,204100000.0,239700000.0,568100000.0,287500000.0,280600000.0,10800000.0,291400000.0,807800000.0,112300000.0,111800000.0,116800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q3YTD,2017-01-01,2017-09-30,,6.28,6.28,6.28,61100000.0,702400000.0,702400000.0,702400000.0,,678200000.0,2246200000.0,,29600000.0,241500000.0,592600000.0,678200000.0,1568000000.0,834100000.0,733900000.0,29600000.0,763500000.0,2246200000.0,112300000.0,111800000.0,116800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q3TTM,2016-10-01,2017-09-30,,8.13,8.13,8.13,135300000.0,908800000.0,908800000.0,908800000.0,,907200000.0,3005200000.0,,41300000.0,310600000.0,784600000.0,907200000.0,2098000000.0,1095200000.0,1002800000.0,41300000.0,1044100000.0,3005200000.0,112300000.0,111800000.0,116800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q2,2017-04-01,2017-06-30,2018-07-20 16:34:50+00:00,2.0,2.01,1.94,47000000.0,223000000.0,223000000.0,223000000.0,0.0,228700000.0,758800000.0,,10100000.0,84600000.0,185600000.0,228700000.0,530100000.0,270200000.0,259900000.0,10100000.0,270000000.0,758800000.0,111500000.0,111000000.0,115200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q2YTD,2017-01-01,2017-06-30,,3.64,3.64,3.64,68300000.0,403800000.0,403800000.0,403800000.0,,438500000.0,1438400000.0,,18800000.0,158100000.0,388500000.0,438500000.0,999900000.0,546600000.0,453300000.0,18800000.0,472100000.0,1438400000.0,111500000.0,111000000.0,115200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q2TTM,2016-07-01,2017-06-30,,7.4,7.4,7.4,198300000.0,821200000.0,821200000.0,821200000.0,,863400000.0,2880300000.0,,40900000.0,289800000.0,748500000.0,863400000.0,2016900000.0,1038300000.0,978600000.0,40900000.0,1019500000.0,2880300000.0,111500000.0,111000000.0,115200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q1,2017-01-01,2017-03-31,2018-04-18 17:23:18+00:00,1.61,1.62,1.57,21300000.0,180800000.0,180800000.0,180800000.0,0.0,209800000.0,679600000.0,,8700000.0,73500000.0,202900000.0,209800000.0,469800000.0,276400000.0,193400000.0,8700000.0,202100000.0,679600000.0,112300000.0,111900000.0,115500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2017.0,Q1TTM,2016-04-01,2017-03-31,,6.99,6.99,6.99,220200000.0,782700000.0,782700000.0,782700000.0,,833900000.0,2791600000.0,,38800000.0,259900000.0,733700000.0,833900000.0,1957700000.0,993600000.0,964100000.0,38800000.0,1002900000.0,2791600000.0,112300000.0,111900000.0,115500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,FY,2018-01-01,2018-12-31,2020-02-07 17:18:28+00:00,9.92,9.92,9.49,154500000.0,1125000000.0,1125000000.0,1127900000.0,-2900000.0,1120100000.0,3724200000.0,,80100000.0,418100000.0,986600000.0,1120100000.0,2604100000.0,1404700000.0,1199400000.0,80100000.0,1279500000.0,3724200000.0,113700000.0,113700000.0,118800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q4,2018-10-01,2018-12-31,,2.57,2.57,2.57,67500000.0,291300000.0,291300000.0,292500000.0,-1200000.0,310800000.0,1046500000.0,,26800000.0,119900000.0,283800000.0,310800000.0,735700000.0,403700000.0,332000000.0,26800000.0,358800000.0,1046500000.0,113700000.0,113700000.0,118800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q3,2018-07-01,2018-09-30,2019-10-18 17:18:46+00:00,2.57,2.57,2.45,43400000.0,291800000.0,291800000.0,292500000.0,-700000.0,278600000.0,920900000.0,,21900000.0,107600000.0,221400000.0,278600000.0,642300000.0,329000000.0,313300000.0,21900000.0,335200000.0,920900000.0,113800000.0,114000000.0,119200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q3YTD,2018-01-01,2018-09-30,,7.33,7.33,7.33,87000000.0,833700000.0,833700000.0,835400000.0,-1700000.0,809300000.0,2677700000.0,,53300000.0,298200000.0,702800000.0,809300000.0,1868400000.0,1001000000.0,867400000.0,53300000.0,920700000.0,2677700000.0,113800000.0,114000000.0,119200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q3TTM,2017-10-01,2018-09-30,,7.05,7.05,7.05,459800000.0,802200000.0,802200000.0,803900000.0,-2100000.0,1067300000.0,3569700000.0,,65600000.0,385300000.0,920700000.0,1067300000.0,2502400000.0,1306000000.0,1196400000.0,65600000.0,1262000000.0,3569700000.0,113800000.0,114000000.0,119200000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q2,2018-04-01,2018-06-30,2019-07-19 17:35:46+00:00,2.25,2.25,2.15,41000000.0,254600000.0,254600000.0,255300000.0,-700000.0,277000000.0,909300000.0,,18200000.0,95100000.0,259800000.0,277000000.0,632300000.0,354900000.0,277400000.0,18200000.0,295600000.0,909300000.0,113500000.0,113500000.0,118500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q2YTD,2018-01-01,2018-06-30,,4.78,4.78,4.78,43600000.0,541900000.0,541900000.0,542900000.0,-1000000.0,530700000.0,1756800000.0,,31400000.0,190600000.0,481400000.0,530700000.0,1226100000.0,672000000.0,554100000.0,31400000.0,585500000.0,1756800000.0,113500000.0,113500000.0,118500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q2TTM,2017-07-01,2018-06-30,,7.14,7.14,7.14,409200000.0,809000000.0,809000000.0,810000000.0,-1400000.0,1028400000.0,3456600000.0,,54500000.0,361100000.0,903400000.0,1028400000.0,2428200000.0,1264500000.0,1163700000.0,54500000.0,1218200000.0,3456600000.0,113500000.0,113500000.0,118500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q1,2018-01-01,2018-03-31,2019-04-19 16:57:32+00:00,2.55,2.55,2.44,2600000.0,287300000.0,287300000.0,287600000.0,-300000.0,253700000.0,847500000.0,,13200000.0,95500000.0,221600000.0,253700000.0,593800000.0,317100000.0,276700000.0,13200000.0,289900000.0,847500000.0,112800000.0,112800000.0,118000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2018.0,Q1TTM,2017-04-01,2018-03-31,,6.89,6.89,6.89,415200000.0,777400000.0,777400000.0,777700000.0,-700000.0,980100000.0,3306100000.0,,46400000.0,350600000.0,829200000.0,980100000.0,2326000000.0,1179800000.0,1146200000.0,46400000.0,1192600000.0,3306100000.0,112800000.0,112800000.0,118000000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q4,2019-10-01,2019-12-31,,3.1,3.1,3.1,69000000.0,362700000.0,362700000.0,357700000.0,,381700000.0,1277700000.0,5000000.0,34100000.0,156600000.0,341800000.0,381700000.0,896000000.0,498400000.0,397600000.0,34100000.0,431700000.0,1277700000.0,115400000.0,115400000.0,119500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,FY,2019-01-01,2019-12-31,2020-02-07 17:18:28+00:00,11.95,11.95,11.54,120400000.0,1381800000.0,1381800000.0,1379300000.0,-2500000.0,1368300000.0,4478500000.0,,127700000.0,557300000.0,1178400000.0,1368300000.0,3110200000.0,1735700000.0,1374500000.0,127700000.0,1502200000.0,4478500000.0,115400000.0,115400000.0,119500000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q3YTD,2019-01-01,2019-09-30,,8.85,8.85,8.85,51400000.0,1019100000.0,1019100000.0,1021600000.0,-2500000.0,986600000.0,3200800000.0,,93600000.0,400700000.0,836600000.0,986600000.0,2214200000.0,1237300000.0,976900000.0,93600000.0,1070500000.0,3200800000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q3TTM,2018-10-01,2019-09-30,,11.39,11.39,11.39,118900000.0,1310400000.0,1310400000.0,1314100000.0,-3700000.0,1297400000.0,4247300000.0,,120400000.0,520600000.0,1120400000.0,1297400000.0,2949900000.0,1641000000.0,1308900000.0,120400000.0,1429300000.0,4247300000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q3,2019-07-01,2019-09-30,2019-10-18 17:18:46+00:00,3.44,3.44,3.33,300000.0,398700000.0,398700000.0,396800000.0,1900000.0,342600000.0,1128200000.0,,33300000.0,135900000.0,284000000.0,342600000.0,785600000.0,419900000.0,365700000.0,33300000.0,399000000.0,1128200000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q2YTD,2019-01-01,2019-06-30,,5.41,5.41,5.41,51100000.0,620400000.0,620400000.0,624800000.0,-4400000.0,644000000.0,2072600000.0,,60300000.0,264800000.0,552600000.0,644000000.0,1428600000.0,817400000.0,611200000.0,60300000.0,671500000.0,2072600000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q2TTM,2018-07-01,2019-06-30,,10.48,10.48,10.48,162000000.0,1203500000.0,1203500000.0,1209800000.0,-6300000.0,1233400000.0,4040000000.0,,109000000.0,492300000.0,1057800000.0,1233400000.0,2806600000.0,1550100000.0,1256500000.0,109000000.0,1365500000.0,4040000000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q2,2019-04-01,2019-06-30,2019-07-19 17:35:46+00:00,2.76,2.76,2.67,75400000.0,316400000.0,316400000.0,318300000.0,-1900000.0,339900000.0,1098900000.0,,32800000.0,120800000.0,279200000.0,339900000.0,759000000.0,400000000.0,359000000.0,32800000.0,391800000.0,1098900000.0,115300000.0,115400000.0,119300000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q1,2019-01-01,2019-03-31,2020-04-17 17:22:31+00:00,2.67,2.67,2.56,-24300000.0,304000000.0,304000000.0,306500000.0,-2500000.0,304100000.0,973700000.0,,27500000.0,144000000.0,273400000.0,304100000.0,669600000.0,417400000.0,252200000.0,27500000.0,279700000.0,973700000.0,114800000.0,115000000.0,119600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2019.0,Q1TTM,2018-04-01,2019-03-31,,9.97,9.97,9.97,127600000.0,1141700000.0,1141700000.0,1146800000.0,-5100000.0,1170500000.0,3850400000.0,,94400000.0,466600000.0,1038400000.0,1170500000.0,2679900000.0,1505000000.0,1174900000.0,94400000.0,1269300000.0,3850400000.0,114800000.0,115000000.0,119600000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2020.0,Q1TTM,2019-04-01,2020-03-31,,11.91,11.91,11.91,136600000.0,1394000000.0,1394000000.0,1386300000.0,2700000.0,1425500000.0,4604300000.0,,125300000.0,560400000.0,1213100000.0,1425500000.0,3178800000.0,1773500000.0,1405300000.0,125300000.0,1530600000.0,4604300000.0,116500000.0,116400000.0,119800000.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2020.0,Q1,2020-01-01,2020-03-31,2020-04-17 17:22:31+00:00,2.69,2.69,2.62,-8100000.0,316200000.0,316200000.0,313500000.0,2700000.0,361300000.0,1099500000.0,,25100000.0,147100000.0,308100000.0,361300000.0,738200000.0,455200000.0,283000000.0,25100000.0,308100000.0,1099500000.0,116500000.0,116400000.0,119800000.0
