Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2009,12920.0,12920.0,-2842.0,2842.0,10078.0,0.0,-5596.0,3531.0,2790.0,741.0,2065.0,0.0,4482.0,283.0,,38.0,,-203.0,-55.0,,-63.0,4765.0,-1191.0,3574.0,0.0,0.0,0.0,3574.0,0.0,3574.0,0.0,0.0,3574.0,3540.2,-33.8,8914.0,0.4,0.4,0.397151,8983.0,0.4,0.4,0.396237,
12/31/2009,19022.0,19022.0,-3628.0,3628.0,15394.0,0.0,-6881.0,4802.0,3619.0,1183.0,2079.0,0.0,8513.0,370.0,,38.0,,197.0,23.0,,-628.0,8883.0,-2221.0,6662.0,0.0,0.0,0.0,6662.0,0.0,6662.0,0.0,0.0,6662.0,6644.45,-17.55,8856.0,0.75,0.75,0.750277,8951.0,0.74,0.74,0.738039,
03/31/2010,14503.0,14503.0,-2755.0,2755.0,11748.0,0.0,-6575.0,4355.0,3203.0,1152.0,2220.0,0.0,5173.0,168.0,,38.0,,-204.0,56.0,,-58.0,5341.0,-1335.0,4006.0,0.0,0.0,0.0,4006.0,0.0,4006.0,0.0,0.0,4006.0,3924.75,-81.25,8767.0,0.46,0.46,0.447673,8876.0,0.45,0.45,0.440846,
06/30/2010,16039.0,16039.0,-3170.0,3170.0,12869.0,0.0,-6939.0,4589.0,3602.0,987.0,2350.0,0.0,5930.0,94.0,,37.0,,-239.0,-25.0,,133.0,6024.0,-1506.0,4518.0,0.0,0.0,0.0,4518.0,0.0,4518.0,0.0,0.0,4518.0,4507.6,-10.4,8712.0,0.52,0.52,0.517401,8821.0,0.51,0.51,0.508821,
09/30/2010,16195.0,16195.0,-3139.0,3139.0,13056.0,0.0,-5940.0,3744.0,2806.0,938.0,2196.0,0.0,7116.0,114.0,,45.0,,-210.0,42.0,,9.0,7230.0,-1820.0,5410.0,0.0,0.0,0.0,5410.0,0.0,5410.0,0.0,0.0,5410.0,5387.9,-22.1,8614.0,0.63,0.63,0.625482,8695.0,0.62,0.62,0.617458,
12/31/2010,19953.0,19953.0,-4833.0,4833.0,15120.0,0.0,-6955.0,4770.0,3825.0,945.0,2185.0,0.0,8165.0,332.0,,72.0,,-205.0,27.0,,-226.0,8497.0,-1863.0,6634.0,0.0,0.0,0.0,6634.0,0.0,6634.0,0.0,0.0,6634.0,6557.3,-76.7,8497.0,0.78,0.78,0.771719,8570.0,0.77,0.77,0.76105,
03/31/2011,16428.0,16428.0,-3897.0,3897.0,12531.0,0.0,-6822.0,4553.0,3393.0,1160.0,2269.0,0.0,5709.0,316.0,,84.0,,-216.0,-55.0,,-129.0,6025.0,-793.0,5232.0,0.0,0.0,0.0,5232.0,0.0,5232.0,0.0,0.0,5232.0,4649.45,-582.55,8420.0,0.62,0.62,0.552191,8510.0,0.61,0.61,0.541545,
06/30/2011,17367.0,17367.0,-3708.0,3708.0,13659.0,0.0,-7488.0,5095.0,3916.0,1179.0,2393.0,0.0,6171.0,148.0,,94.0,,-269.0,12.0,,15.0,6319.0,-445.0,5874.0,0.0,0.0,0.0,5874.0,0.0,5874.0,0.0,0.0,5874.0,5861.0,-13.0,8429.0,0.7,0.7,0.695338,8521.0,0.69,0.69,0.688474,
09/30/2011,17372.0,17372.0,-3777.0,3777.0,13595.0,0.0,-6392.0,4063.0,2900.0,1163.0,2329.0,0.0,7203.0,103.0,,94.0,,-211.0,40.0,,-26.0,7306.0,-1568.0,5738.0,0.0,0.0,0.0,5738.0,0.0,5738.0,0.0,0.0,5738.0,5736.05,-1.95,8392.0,0.68,0.68,0.683514,8490.0,0.68,0.68,0.67977,
12/31/2011,20885.0,20885.0,-5638.0,5638.0,15247.0,0.0,-7253.0,4882.0,3762.0,1120.0,2371.0,0.0,7994.0,245.0,,95.0,,-182.0,4.0,,-162.0,8239.0,-1615.0,6624.0,0.0,0.0,0.0,6624.0,0.0,6624.0,0.0,0.0,6624.0,6419.25,-204.75,8402.0,0.79,0.79,0.764015,8465.0,0.78,0.78,0.755812,
03/31/2012,17407.0,17407.0,-3952.0,3952.0,13455.0,0.0,-7081.0,4564.0,3414.0,1150.0,2517.0,0.0,6374.0,-11.0,,95.0,,-180.0,8.0,,88.0,6363.0,-1255.0,5108.0,0.0,0.0,0.0,5108.0,0.0,5108.0,0.0,0.0,5108.0,5085.9,-22.1,8401.0,0.61,0.61,0.605392,8498.0,0.6,0.6,0.597399,
06/30/2012,18059.0,18059.0,-4163.0,4163.0,13896.0,0.0,-13704.0,4917.0,3781.0,1136.0,2594.0,6193.0,192.0,167.0,,96.0,,-227.0,65.0,,-101.0,359.0,-851.0,-492.0,0.0,0.0,0.0,-492.0,0.0,-492.0,0.0,0.0,-492.0,6242.45,6734.45,8388.0,-0.06,-0.06,0.744212,8388.0,-0.06,-0.06,0.742867,
09/30/2012,16008.0,16008.0,-4168.0,4168.0,11840.0,0.0,-6532.0,4072.0,2945.0,1127.0,2460.0,0.0,5308.0,226.0,,95.0,,-159.0,29.0,,-191.0,5534.0,-1068.0,4466.0,0.0,0.0,0.0,4466.0,0.0,4466.0,0.0,0.0,4466.0,4475.75,9.75,8396.0,0.53,0.53,0.533081,8494.0,0.53,0.53,0.531148,
12/31/2012,21456.0,21456.0,-5692.0,5692.0,15764.0,0.0,-7993.0,5465.0,4309.0,1156.0,2528.0,0.0,7771.0,-1.0,,105.0,,-166.0,7.0,,55.0,7770.0,-1393.0,6377.0,0.0,0.0,0.0,6377.0,0.0,6377.0,0.0,0.0,6377.0,6349.05,-27.95,8393.0,0.76,0.76,0.75647,8444.0,0.76,0.76,0.75647,
03/31/2013,20489.0,20489.0,-4787.0,4787.0,15702.0,0.0,-8090.0,5450.0,3794.0,1656.0,2640.0,0.0,7612.0,-9.0,,109.0,,-150.0,22.0,,28.0,7603.0,-1548.0,6055.0,0.0,0.0,0.0,6055.0,0.0,6055.0,0.0,0.0,6055.0,6494.4,439.4,8364.0,0.72,0.72,0.776471,8429.0,0.72,0.72,0.77213,
06/30/2013,19896.0,19896.0,-5602.0,5602.0,14294.0,0.0,-8221.0,5438.0,4228.0,1210.0,2783.0,0.0,6073.0,72.0,,120.0,,-202.0,16.0,,-6.0,6145.0,-1180.0,4965.0,0.0,0.0,0.0,4965.0,0.0,4965.0,0.0,0.0,4965.0,4944.85,-20.15,8345.0,0.59,0.59,0.592552,8442.0,0.59,0.59,0.587613,
09/30/2013,18529.0,18529.0,-5145.0,5145.0,13384.0,0.0,-7050.0,4283.0,3304.0,979.0,2767.0,0.0,6334.0,74.0,,118.0,,-179.0,-26.0,,13.0,6408.0,-1164.0,5244.0,0.0,0.0,0.0,5244.0,0.0,5244.0,0.0,0.0,5244.0,5248.55,4.55,8339.0,0.63,0.63,0.629398,8434.0,0.62,0.62,0.620539,
12/31/2013,24519.0,24519.0,-8284.0,8284.0,16235.0,0.0,-8266.0,5518.0,4283.0,1235.0,2748.0,0.0,7969.0,-91.0,,135.0,,-219.0,17.0,,158.0,7878.0,-1320.0,6558.0,0.0,0.0,0.0,6558.0,0.0,6558.0,0.0,0.0,6558.0,6512.5,-45.5,8326.0,0.79,0.79,0.782188,8395.0,0.78,0.78,0.77458,
03/31/2014,20403.0,20403.0,-5978.0,5978.0,14425.0,0.0,-7451.0,4708.0,3542.0,1166.0,2743.0,0.0,6974.0,-17.0,,175.0,,-220.0,30.0,,32.0,6957.0,-1297.0,5660.0,0.0,0.0,0.0,5660.0,0.0,5660.0,0.0,0.0,5660.0,5601.5,-58.5,8284.0,0.68,0.68,0.676183,8367.0,0.68,0.68,0.673008,
06/30/2014,23382.0,23382.0,-7595.0,7595.0,15787.0,0.0,-9305.0,6055.0,4682.0,1373.0,3123.0,127.0,6482.0,95.0,,169.0,,-265.0,144.0,,-143.0,6577.0,-1965.0,4612.0,0.0,0.0,0.0,4612.0,0.0,4612.0,0.0,0.0,4612.0,4804.0,192.0,8246.0,0.56,0.56,0.582585,8345.0,0.55,0.55,0.573008,
09/30/2014,23201.0,23201.0,-8273.0,8273.0,14928.0,0.0,-9084.0,4879.0,3728.0,1151.0,3065.0,1140.0,5844.0,52.0,,161.0,,-225.0,-78.0,,90.0,5896.0,-1356.0,4540.0,0.0,0.0,0.0,4540.0,0.0,4540.0,0.0,0.0,4540.0,5397.65,857.65,8249.0,0.55,0.55,0.65434,8351.0,0.54,0.54,0.6427,
12/31/2014,26470.0,26470.0,-10136.0,10136.0,16334.0,0.0,-8558.0,5412.0,4315.0,1097.0,2903.0,243.0,7776.0,74.0,,162.0,,-183.0,-83.0,,30.0,7850.0,-1987.0,5863.0,0.0,0.0,0.0,5863.0,0.0,5863.0,0.0,0.0,5863.0,6154.77,291.77,8228.0,0.71,0.71,0.748027,8297.0,0.71,0.71,0.745166,
03/31/2015,21729.0,21729.0,-7161.0,7161.0,14568.0,0.0,-7974.0,4800.0,3709.0,1091.0,2984.0,190.0,6594.0,-77.0,,211.0,,-160.0,54.0,,-28.0,6517.0,-1532.0,4985.0,0.0,0.0,0.0,4985.0,0.0,4985.0,0.0,0.0,4985.0,4957.52,-27.48,8167.0,0.61,0.61,0.607018,8237.0,0.61,0.61,0.606664,
06/30/2015,22180.0,22180.0,-7468.0,7468.0,14712.0,0.0,-16765.0,5233.0,3961.0,1272.0,3094.0,8438.0,-2053.0,297.0,,247.0,,-198.0,-228.0,,-118.0,-1756.0,-1439.0,-3195.0,0.0,0.0,0.0,-3195.0,0.0,-3195.0,0.0,0.0,-3195.0,3977.85,7172.85,8061.0,-0.4,-0.4,0.493469,8061.0,-0.4,-0.4,0.489821,
09/30/2015,20910.0,20910.0,-7207.0,7207.0,13703.0,0.0,-7387.0,4425.0,3341.0,1084.0,2962.0,0.0,6316.0,-295.0,,249.0,,,,,46.0,6021.0,-952.0,5069.0,0.0,0.0,0.0,5069.0,0.0,5069.0,0.0,0.0,5069.0,5069.0,0.0,7996.0,0.63,0.63,0.63,8084.0,0.63,0.63,0.63,
12/31/2015,25253.0,25253.0,-9872.0,9872.0,15381.0,0.0,-7892.0,4992.0,3954.0,1038.0,2900.0,0.0,7489.0,-176.0,,309.0,,,,,-133.0,7313.0,-1375.0,5938.0,0.0,0.0,0.0,5938.0,0.0,5938.0,0.0,0.0,5938.0,5938.0,0.0,7964.0,0.75,0.75,0.75,8051.0,0.74,0.74,0.74,
03/31/2016,21517.0,21517.0,-7722.0,7722.0,13795.0,0.0,-7518.0,4538.0,3398.0,1140.0,2980.0,0.0,6277.0,-212.0,,340.0,,,,,-128.0,6065.0,-1760.0,4305.0,0.0,0.0,0.0,4305.0,0.0,4305.0,0.0,0.0,4305.0,4305.0,0.0,7895.0,0.55,0.55,0.55,7985.0,0.54,0.54,0.54,
06/30/2016,23474.0,23474.0,-7979.0,7979.0,15495.0,0.0,-9499.0,5243.0,3942.0,1301.0,3146.0,1110.0,5996.0,244.0,,345.0,,,,,-589.0,6240.0,-1013.0,5227.0,0.0,0.0,0.0,5227.0,0.0,5227.0,0.0,0.0,5227.0,6122.0,895.0,7842.0,0.67,0.67,0.780668,7929.0,0.66,0.66,0.772877,
09/30/2016,21928.0,21928.0,-7844.0,7844.0,14084.0,0.0,-7369.0,4263.0,3218.0,1045.0,3106.0,0.0,6715.0,112.0,,437.0,,-293.0,40.0,,-296.0,6827.0,-1160.0,5667.0,0.0,0.0,0.0,5667.0,0.0,5667.0,0.0,0.0,5667.0,5403.75,-263.25,7789.0,0.73,0.73,0.693767,7876.0,0.72,0.72,0.686576,
12/31/2016,25826.0,25826.0,-9901.0,9901.0,15925.0,0.0,-8020.0,4958.0,4079.0,879.0,3062.0,0.0,7905.0,117.0,,521.0,,-311.0,153.0,,-480.0,8022.0,-1755.0,6267.0,0.0,0.0,0.0,6267.0,0.0,6267.0,0.0,0.0,6267.0,5813.3,-453.7,7755.0,0.81,0.81,0.74962,7830.0,0.8,0.8,0.742056,
03/31/2017,23212.0,23212.0,-8060.0,8060.0,15152.0,0.0,-8429.0,5074.0,3872.0,1202.0,3355.0,0.0,6723.0,371.0,,609.0,,-380.0,-50.0,,-550.0,7094.0,-1608.0,5486.0,0.0,0.0,0.0,5486.0,0.0,5486.0,0.0,0.0,5486.0,4972.5,-513.5,7725.0,0.71,0.71,0.643689,7813.0,0.7,0.7,0.634276,
06/30/2017,25605.0,25605.0,-8456.0,8456.0,17149.0,0.0,-9467.0,5647.0,4292.0,1355.0,3514.0,306.0,7682.0,276.0,,655.0,,-403.0,-32.0,,-496.0,7958.0,111.0,8069.0,0.0,0.0,0.0,8069.0,0.0,8069.0,0.0,0.0,8069.0,7146.55,-922.45,7715.0,1.05,1.05,0.926319,7806.0,1.03,1.03,0.911828,
09/30/2017,24538.0,24538.0,-8278.0,8278.0,16260.0,0.0,-8552.0,4978.0,3812.0,1166.0,3574.0,0.0,7708.0,276.0,,672.0,,-473.0,9.0,,-484.0,7984.0,-1408.0,6576.0,0.0,0.0,0.0,6576.0,0.0,6576.0,0.0,0.0,6576.0,6203.55,-372.45,7708.0,0.85,0.85,0.80482,7799.0,0.84,0.84,0.792244,
12/31/2017,28918.0,28918.0,-11064.0,11064.0,17854.0,0.0,-9175.0,5671.0,4562.0,1109.0,3504.0,0.0,8679.0,490.0,,698.0,,-530.0,60.0,,-718.0,9169.0,-15471.0,-6302.0,0.0,0.0,0.0,-6302.0,0.0,-6302.0,0.0,0.0,-6302.0,7330.3,13632.3,7710.0,-0.82,-0.82,0.950752,7710.0,-0.82,-0.82,0.948132,
03/31/2018,26819.0,26819.0,-9269.0,9269.0,17550.0,0.0,-9258.0,5543.0,4335.0,1208.0,3715.0,0.0,8292.0,349.0,,691.0,,-575.0,-20.0,,-445.0,8641.0,-1217.0,7424.0,0.0,0.0,0.0,7424.0,0.0,7424.0,0.0,0.0,7424.0,7021.1,-402.9,7698.0,0.96,0.96,0.912068,7794.0,0.95,0.95,0.898306,
06/30/2018,30085.0,30085.0,-9742.0,9742.0,20343.0,0.0,-9964.0,6031.0,4760.0,1271.0,3933.0,0.0,10379.0,301.0,,672.0,,-636.0,169.0,,-506.0,10680.0,-1807.0,8873.0,0.0,0.0,0.0,8873.0,0.0,8873.0,0.0,0.0,8873.0,7276.69,-1596.31,7683.0,1.15,1.15,0.947116,7775.0,1.14,1.14,0.934687,
09/30/2018,29084.0,29084.0,-9905.0,9905.0,19179.0,0.0,-9224.0,5247.0,4098.0,1149.0,3977.0,0.0,9955.0,266.0,,674.0,,-681.0,-5.0,,-254.0,10221.0,-1397.0,8824.0,0.0,0.0,0.0,8824.0,0.0,8824.0,0.0,0.0,8824.0,8632.03,-191.97,7673.0,1.15,1.15,1.124988,7766.0,1.14,1.14,1.115281,
12/31/2018,32471.0,32471.0,-12423.0,12423.0,20048.0,0.0,-9790.0,5720.0,4588.0,1132.0,4070.0,0.0,10258.0,127.0,,672.0,,-704.0,74.0,,-169.0,10385.0,-1965.0,8420.0,0.0,0.0,0.0,8420.0,0.0,8420.0,0.0,0.0,8420.0,8502.74,82.74,7692.0,1.09,1.09,1.1054,7768.0,1.08,1.08,1.090651,
03/31/2019,30571.0,30571.0,-10170.0,10170.0,20401.0,0.0,-10060.0,5744.0,4565.0,1179.0,4316.0,0.0,10341.0,145.0,,671.0,,-668.0,-37.0,,-111.0,10486.0,-1677.0,8809.0,0.0,0.0,0.0,8809.0,0.0,8809.0,0.0,0.0,8809.0,8774.24,-34.76,7672.0,1.15,1.15,1.14367,7744.0,1.14,1.14,1.135511,
06/30/2019,33717.0,33717.0,-10412.0,10412.0,23305.0,0.0,-10900.0,6387.0,4962.0,1425.0,4513.0,0.0,12405.0,191.0,,669.0,,-1184.0,50.0,,274.0,12596.0,591.0,13187.0,0.0,0.0,0.0,13187.0,0.0,13187.0,0.0,0.0,13187.0,10602.62,-2584.38,7655.0,1.72,1.72,1.385058,7730.0,1.71,1.71,1.375669,
09/30/2019,33055.0,33055.0,-10406.0,10406.0,22649.0,0.0,-9963.0,5398.0,4337.0,1061.0,4565.0,0.0,12686.0,0.0,,637.0,,-724.0,58.0,,29.0,12686.0,-2008.0,10678.0,0.0,0.0,0.0,10678.0,0.0,10678.0,0.0,0.0,10678.0,10723.03,45.03,7634.0,1.4,1.4,1.404641,7710.0,1.38,1.38,1.38584,
12/31/2019,36906.0,36906.0,-12358.0,12358.0,24548.0,0.0,-10657.0,6054.0,4933.0,1121.0,4603.0,0.0,13891.0,194.0,,654.0,,-688.0,24.0,,-184.0,14085.0,-2436.0,11649.0,0.0,0.0,0.0,11649.0,0.0,11649.0,0.0,0.0,11649.0,11521.02,-127.98,7621.0,1.53,1.53,1.511746,7691.0,1.51,1.51,1.49336,
03/31/2020,35021.0,35021.0,-10975.0,10975.0,24046.0,0.0,-11071.0,6184.0,4911.0,1273.0,4887.0,0.0,12975.0,-132.0,,614.0,,-673.0,136.0,,55.0,12843.0,-2091.0,10752.0,0.0,0.0,0.0,10752.0,0.0,10752.0,0.0,0.0,10752.0,10831.79,79.79,7602.0,1.41,1.41,1.424861,7675.0,1.4,1.4,1.410396,
06/30/2020,38033.0,38033.0,-12339.0,12339.0,25694.0,0.0,-12287.0,7073.0,5417.0,1656.0,5214.0,0.0,13407.0,15.0,,,,,,,-15.0,13422.0,-2220.0,11202.0,0.0,0.0,0.0,11202.0,0.0,11202.0,0.0,0.0,11202.0,11666.52,464.52,7580.0,1.48,1.48,1.539119,7650.0,1.46,1.46,1.520722,
09/30/2020,35740.63,,,,24848.3156012,,,,,,,,14083.842,,,,,,,,,14015.818,,11771.864,,,,,,11771.864,,,11771.864,11771.864,,,1.543,1.543,1.544,,1.543,1.543,1.544,
12/31/2020,40349.815,,,,26438.0057843,,,,,,,,14756.105,,,,,,,,,14719.955,,12307.0,,,,,,12307.0,,,12307.0,12307.0,,,1.612,1.612,1.612,,1.612,1.612,1.612,
