company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q3,2015-07-05,2015-10-03,,,23000000.0,,,54000000.0,,101000000.0,,1488000000.0,1254000000.0,-40000000.0,411000000.0,1254000000.0,-40000000.0,411000000.0,1625000000.0,215000000.0,215000000.0,18000000.0,49000000.0,-8000000.0,-82000000.0,-44000000.0,-201000000.0,,12000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q2YTD,2015-01-04,2015-07-04,2016-08-03 16:22:39+00:00,0.0,48000000.0,,,108000000.0,-39000000.0,-290000000.0,,635000000.0,-858000000.0,-76000000.0,441000000.0,-858000000.0,-76000000.0,441000000.0,-532000000.0,538000000.0,538000000.0,37000000.0,103000000.0,-4000000.0,-331000000.0,-80000000.0,-765000000.0,-500000000.0,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q2TTM,2014-06-29,2015-07-04,,-147000000.0,95000000.0,140000000.0,85000000.0,219000000.0,-107000000.0,-164000000.0,,338000000.0,-1416000000.0,-328000000.0,1181000000.0,-1416000000.0,-328000000.0,1181000000.0,-670000000.0,1008000000.0,1008000000.0,23000000.0,41000000.0,-13000000.0,-485000000.0,-179000000.0,-810000000.0,-500000000.0,11000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q2,2015-04-05,2015-07-04,,,24000000.0,,,54000000.0,8000000.0,-173000000.0,,245000000.0,42000000.0,-42000000.0,207000000.0,42000000.0,-42000000.0,207000000.0,215000000.0,282000000.0,282000000.0,20000000.0,60000000.0,-3000000.0,-254000000.0,-47000000.0,-9000000.0,,8000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q1,2015-01-04,2015-04-04,2016-05-04 16:28:24+00:00,0.0,24000000.0,,,54000000.0,-47000000.0,-117000000.0,,390000000.0,-900000000.0,-34000000.0,234000000.0,-900000000.0,-34000000.0,234000000.0,-747000000.0,256000000.0,256000000.0,17000000.0,43000000.0,-1000000.0,-77000000.0,-33000000.0,-756000000.0,-500000000.0,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2015.0,Q1TTM,2014-03-30,2015-04-04,,-147000000.0,92000000.0,140000000.0,85000000.0,220000000.0,-117000000.0,-39000000.0,,389000000.0,-1568000000.0,-331000000.0,1265000000.0,-1568000000.0,-331000000.0,1265000000.0,-751000000.0,972000000.0,972000000.0,20000000.0,2000000.0,-10000000.0,-652000000.0,-177000000.0,-807000000.0,-500000000.0,3000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q3TTM,2015-10-04,2016-10-01,,-3273000000.0,212000000.0,133000000.0,91000000.0,231000000.0,-10000000.0,-77000000.0,,2149000000.0,321000000.0,-3544000000.0,1092000000.0,321000000.0,-3544000000.0,1092000000.0,-2141000000.0,658000000.0,658000000.0,68000000.0,-32000000.0,-30000000.0,-340000000.0,-251000000.0,-1456000000.0,,10000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q3,2016-07-03,2016-10-01,,-10000000.0,47000000.0,,,59000000.0,2000000.0,101000000.0,,,-362000000.0,-86000000.0,442000000.0,-362000000.0,-86000000.0,442000000.0,-4000000.0,212000000.0,212000000.0,23000000.0,57000000.0,-1000000.0,-88000000.0,-75000000.0,-331000000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q3YTD,2016-01-03,2016-10-01,2016-11-07 16:15:54+00:00,-21000000.0,139000000.0,,,175000000.0,12000000.0,-37000000.0,,500000000.0,-975000000.0,-215000000.0,905000000.0,-975000000.0,-215000000.0,905000000.0,-273000000.0,545000000.0,545000000.0,83000000.0,-43000000.0,-5000000.0,-258000000.0,-189000000.0,-1174000000.0,0.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q2TTM,2015-07-05,2016-07-02,,-3263000000.0,188000000.0,133000000.0,91000000.0,226000000.0,-12000000.0,-77000000.0,,3637000000.0,1937000000.0,-3498000000.0,1061000000.0,1937000000.0,-3498000000.0,1061000000.0,-512000000.0,661000000.0,661000000.0,63000000.0,-40000000.0,-37000000.0,-334000000.0,-220000000.0,-1326000000.0,,22000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q2,2016-04-03,2016-07-02,,-2000000.0,46000000.0,,,59000000.0,,-57000000.0,,-2000000.0,-182000000.0,-58000000.0,313000000.0,-182000000.0,-58000000.0,313000000.0,73000000.0,238000000.0,238000000.0,27000000.0,-100000000.0,-3000000.0,-88000000.0,-53000000.0,8000000.0,,
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q2YTD,2016-01-03,2016-07-02,2016-08-03 16:22:39+00:00,-11000000.0,92000000.0,,,116000000.0,10000000.0,-138000000.0,,500000000.0,-613000000.0,-129000000.0,463000000.0,-613000000.0,-129000000.0,463000000.0,-269000000.0,333000000.0,333000000.0,60000000.0,-100000000.0,-4000000.0,-170000000.0,-114000000.0,-843000000.0,0.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q1TTM,2015-04-05,2016-04-02,,-3261000000.0,166000000.0,133000000.0,91000000.0,221000000.0,-4000000.0,-193000000.0,,3884000000.0,2161000000.0,-3482000000.0,955000000.0,2161000000.0,-3482000000.0,955000000.0,-370000000.0,705000000.0,705000000.0,56000000.0,120000000.0,-37000000.0,-500000000.0,-214000000.0,-1343000000.0,,30000000.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2016.0,Q1,2016-01-03,2016-04-02,2016-05-04 16:28:24+00:00,-9000000.0,46000000.0,,,57000000.0,10000000.0,-81000000.0,,502000000.0,-431000000.0,-71000000.0,150000000.0,-431000000.0,-71000000.0,150000000.0,-342000000.0,95000000.0,95000000.0,33000000.0,0.0,-1000000.0,-82000000.0,-61000000.0,-851000000.0,0.0,
