Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik,has_file,has_data
CMB,US1616101002,Chase Manhattan Corp. (Old),1976-09-30,1996-03-31,,,0.0,0.0
CMCSA,US20030N1019,Comcast Corp Class A,2002-12-31,2020-06-30,BBG000BFTG15,1166691.0,1.0,1.0
CMCSK,US20030N2009,Comcast Class A Spec.,2015-09-30,2015-09-30,BBG000BFTX27,1166691.0,1.0,1.0
CMCSK (Old),US2003001011,Comcast Corp (Old),1987-12-31,2002-09-30,,1166691.0,0.0,0.0
CME,US12572Q1058,CME Group Inc.,2006-09-30,2020-06-30,BBG000BHMC53,1156375.0,1.0,1.0
CMG,US1696561059,Chipotle Mexican Grill Inc,2011-06-30,2020-06-30,BBG000QX7705,1058090.0,1.0,1.0
CMI,US2310211063,Cummins Inc.,1970-03-31,2020-06-30,BBG000BGPXY4,26172.0,1.0,1.0
CMS,US1258961002,CMS Energy Corp,1970-03-31,2020-06-30,BBG000BFVZB9,811156.0,1.0,1.0
CMVT,US2058624022,Comverse Technology Inc,1999-12-31,2006-12-31,BBG000BFXST4,789205.0,1.0,1.0
CMX,US1417051034,Caremark Rx,2004-03-31,2006-12-31,BBG002GVR250,,1.0,1.0
CNA,US1261171003,CNA Financial Corp,1976-09-30,1993-12-31,BBG000BFYCD5,21175.0,1.0,1.0
CNC,US15135B1017,Centene Corp,2016-03-31,2020-06-30,BBG000BDXFR9,1071739.0,1.0,1.0
CNG,US2096150048,Consolidated Natural Gas Co,1970-03-31,1999-12-31,,,0.0,0.0
CNO,US12621E1038,CNO Financial Group,1997-03-31,2002-06-30,BBG000Q1GLM0,1224608.0,1.0,1.0
CNP,US15189T1079,CenterPoint Energy Inc,1985-09-30,2020-06-30,BBG000FDC0R1,1130310.0,1.0,1.0
CNW,US2059441012,Con-Way Inc.,1976-09-30,1996-09-30,BBG000BFZ3C5,23675.0,1.0,1.0
CNX,US12653C1080,Consol Energy Inc.,2006-06-30,2015-12-31,BBG000CKVVL5,1070412.0,1.0,1.0
CNXT,US2071423089,Conexant Systems,2000-03-31,2002-03-31,BBG000BDS436,1069353.0,1.0,1.0
COC.B,US2082513068,Conoco Inc.,1999-09-30,2002-06-30,BBG002GX5679,1066806.0,1.0,0.0
COF,US14040H1059,Capital One Financial Corp,1998-09-30,2020-06-30,BBG000BGKVR1,927628.0,1.0,1.0
COG,US1270971039,Cabot Oil & Gas Corp,2008-06-30,2020-06-30,BBG000C3GR48,858470.0,1.0,1.0
COL,US7743411016,Rockwell Collins Inc,2001-09-30,2018-11-30,BBG000BN2076,1137411.0,1.0,1.0
COMS,US8855351040,3Com Corp.,1996-03-31,2000-06-30,BBG002GPYRW0,,1.0,1.0
COO,US2166484020,The Cooper Companies Inc,2016-09-30,2020-06-30,BBG000BG36M0,711404.0,1.0,1.0
COOP,US62482R1077,Mr. Cooper Group Inc,1997-09-30,2008-06-30,BBG002V09901,933136.0,1.0,1.0
COP,US20825C1045,ConocoPhillips,1970-03-31,2020-06-30,BBG000BQQJR0,1163165.0,1.0,1.0
COST,US22160K1051,Costco Wholesale Corp,1993-12-31,2020-06-30,BBG000F6HLL1,909832.0,1.0,1.0
COTY,US2220702037,Coty Inc,2016-10-31,2020-06-30,BBG0035Q1NX2,1024305.0,1.0,1.0
COV,IE00B68SQD29,Covidien Plc,2007-09-30,2014-12-31,BBG000GC95S4,1385187.0,1.0,1.0
CPB,US1344291091,Campbell Soup Co,1970-03-31,2020-06-30,BBG000BG44X2,16732.0,1.0,1.0
CPGX,US1982801094,Columbia Pipeline Group Inc.,2015-09-30,2016-06-30,BBG0077WZ294,1629995.0,1.0,1.0
CPN,US1313471062,Calpine Corp.,2000-12-31,2005-09-30,,,0.0,0.0
CPQ,US2044931002,Compaq Computer Corp,1988-03-31,2002-03-31,BBG002GLRVT2,,1.0,0.0
CPRI,VGG1890L1076,Capri Holdings Ltd,2013-12-31,2020-04-30,BBG0029SNRB7,1530721.0,1.0,1.0
CPRT,US2172041061,Copart Inc,2018-07-31,2020-06-30,BBG000BMB210,900075.0,1.0,1.0
CPWR,US2056381096,Compuware Corp,1999-03-31,2011-12-31,BBG000BGPQX0,859014.0,1.0,1.0
CR,US2243991054,Crane Co.,1970-03-31,2004-09-30,BBG000BG76G3,25445.0,1.0,1.0
CRM,US79466L3024,Salesforce.com Inc,2008-09-30,2020-06-30,BBG000BN2GH0,1108524.0,1.0,1.0
CRR (Con),US2083681005,Conrail Inc.,1987-09-30,1997-03-31,,,0.0,0.0
CSC,US2053631048,Computer Sciences Corp.,1981-06-30,2015-09-30,BBG000BGG138,23082.0,1.0,1.0
CSCO,US17275R1023,Cisco Systems Inc,1993-12-31,2020-06-30,BBG000C3JBN9,858877.0,1.0,1.0
CSE,US14743R1032,Case Corp.,1996-03-31,1999-09-30,,,0.0,0.0
CSR,US1523571099,Central & South West Corp,1970-03-31,2000-03-31,,,0.0,0.0
CSRA,US12650T1043,CSRA Inc,2015-12-31,2018-03-31,BBG009T23FT6,1646383.0,1.0,1.0
CSX,US1264081035,CSX Corp.,1980-12-31,2020-06-30,BBG000BGK1N1,277948.0,1.0,1.0
CTAS,US1729081059,Cintas Corp.,2001-03-31,2020-06-30,BBG000H40GL3,723254.0,1.0,1.0
CTB,US2168311072,Cooper Tire & Rubber Co.,1990-06-30,2006-06-30,BBG000BGKZK9,24491.0,1.0,1.0
CTCO (Cro),US2274301058,Cross & Trecker Corp,1982-09-30,1991-09-30,,,0.0,0.0
CTL,US1567001060,CenturyLink Inc.,1999-03-31,2020-06-30,BBG000BGLXZ7,,1.0,1.0
CTSH,US1924461023,Cognizant Technology Solutions Corp,2006-12-31,2020-06-30,BBG000BBF443,1058290.0,1.0,1.0
CTVA,US22052L1044,Corteva Inc.,2019-06-30,2020-06-30,BBG00MV4Q7P7,1755672.0,1.0,1.0
CTX,US1523121044,Centex Corp.,1977-06-30,2009-06-30,BBG002GLQWC9,18532.0,1.0,1.0
CTXS,US1773761002,Citrix Systems Inc,1999-12-31,2020-06-30,BBG000FQ9611,877890.0,1.0,1.0
CUE (Qua),US7476331050,Quantum Chemical Corp,1970-03-31,1993-09-30,,,0.0,0.0
CVA,US22282E1029,Covanta Holding Corp,1987-12-31,1996-06-30,BBG000C60MQ5,225648.0,1.0,1.0
CVG,US2124851062,Convergys Corp.,2000-06-30,2009-09-30,BBG000BB4YP6,1062047.0,1.0,1.0
CVH,US2228621049,Coventry Corp,2005-09-30,2013-03-31,BBG000H51TQ6,1054833.0,1.0,1.0
CVN (C&S),US12467H1032,C&S/Sovran Corp,1990-09-30,1991-12-31,,,0.0,0.0
CVS,US1266501006,CVS Health Corp.,1970-03-31,2020-06-30,BBG000BGRZP7,64803.0,1.0,1.0
CVX,US1667641005,Chevron Corp.,1970-03-31,2020-06-30,BBG000K4NHJ5,93410.0,1.0,1.0
CXO,US20605P1012,Concho Resources Inc,2016-03-31,2020-06-30,BBG000R7RF74,1358071.0,1.0,1.0
CYM,US2328091036,Cyprus Amax Minerals Co,1989-09-30,1999-09-30,,,0.0,0.0
CYR,US2252241045,Cray Research Inc,1985-06-30,1995-12-31,,,0.0,0.0
CZR,US1276861036,Harrah's Entertainment,1990-03-31,2007-12-31,BBG0017T99X1,858339.0,1.0,1.0
D,US25746U1097,Dominion Resources Inc,1983-06-30,2020-06-30,BBG000BGVYS2,715957.0,1.0,1.0
DAL,US2473617023,Delta Air Lines Inc,1970-03-31,2020-06-30,BBG000R7Z2D7,27904.0,1.0,1.0
DAN,US2358252052,Dana Inc,1970-03-31,2005-12-31,BBG000TCD239,26780.0,1.0,1.0
DD,US26614N1028,DuPont de Nemours Inc,1970-03-31,2020-06-30,BBG00CCS9JW2,1666700.0,1.0,1.0
DD (Old),US2635341090,DuPont Co (Old),1970-03-31,2017-08-31,BBG000BH1613,,1.0,1.0
DDS,US2540671011,Dillard's Inc.,1986-12-31,2008-09-30,BBG000BS4P78,28917.0,1.0,1.0
DE,US2441991054,Deere & Co.,1970-03-31,2020-06-30,BBG000BH1QM6,315189.0,1.0,1.0
DEC,US2538491034,Digital Equipment Corp,1975-12-31,1998-03-31,,,0.0,0.0
DELL,US24702R1014,Dell Inc,1996-09-30,2013-09-30,BBG000BH2FB1,1571996.0,1.0,1.0
DF,US2423702032,Dean Foods Co,2006-06-30,2013-03-31,BBG000BBMT95,,1.0,1.0
DFS,US2547091080,Discover Financial Services,2007-09-30,2020-06-30,BBG000QBR6K1,1393612.0,1.0,1.0
DG,US2566771059,Dollar General Corp,1998-09-30,2020-06-30,BBG000NV1PS8,29534.0,1.0,1.0
DGN,US2376881064,Data General Corp.,1981-06-30,1999-09-30,,,0.0,0.0
DGX,US74834L1008,Quest Diagnostics Inc,2002-12-31,2020-06-30,BBG000BN85Z8,1022079.0,1.0,1.0
DHI,US23331A1097,D.R. Horton Inc,2005-09-30,2020-06-30,BBG000DQTZG1,882184.0,1.0,1.0
DHR,US2358511028,Danaher Corp.,1998-12-31,2020-06-30,BBG000BH3LR0,313616.0,1.0,1.0
DI,US2615971080,Dresser Industries Inc.,1970-03-31,1998-09-30,,,0.0,0.0
DIGI,US2333111092,DSC Communications Corp.,1984-09-30,1998-06-30,,,0.0,0.0
DIS,US2546871060,Walt Disney Co,1976-09-30,2020-06-30,BBG000BH4SB1,1744489.0,1.0,1.0
DISCA,US25470F1049,Discovery Communications Inc Class A,2010-03-31,2020-06-30,BBG000CHZ4B9,1437107.0,1.0,1.0
DISCK,US25470F3029,Discovery Com Class C,2014-09-30,2020-06-30,BBG000VMWN82,1437107.0,1.0,1.0
DISH,US25470M1099,DISH Network Corp,2017-03-31,2020-06-30,BBG000C2YW76,1001082.0,1.0,1.0
DJ,US2605611050,Dow Jones & Co. Inc.,1978-06-30,2007-09-30,BBG002GLSZY6,,1.0,1.0
DLR,US2538681030,Digital Realty Trust,2016-06-30,2020-06-30,BBG000Q5ZSC6,1297996.0,1.0,1.0
DLTR,US2567461080,Dollar Tree Inc,2011-12-31,2020-06-30,BBG000BSCDT2,935703.0,1.0,1.0
DLX,US2480191012,Deluxe Corp.,1986-06-30,2004-09-30,BBG000BH65S1,27996.0,1.0,1.0
DNA,US3687103073,Genentech Inc,1986-09-30,1990-03-31,,,0.0,0.0
DNB,US26483E1001,Dun & Bradstreet Corp,1979-12-31,2017-03-31,BBG000BB2RH2,1115222.0,1.0,1.0
DNR,US2479162081,Denbury Resources Inc.,2009-06-30,2014-12-31,BBG000FBKB38,945764.0,1.0,1.0
DO,US25271C1027,Diamond Offshore Drilling Inc,2009-03-31,2016-09-30,BBG000FJS1R9,949039.0,1.0,1.0
DOV,US2600031080,Dover Corp.,1985-12-31,2020-06-30,BBG000BHB4Z0,29905.0,1.0,1.0
DOW,US2605571031,Dow Inc,2019-04-30,2020-06-30,BBG00LXXHZT7,29915.0,1.0,1.0
DPH,US2471261055,Delphi Corp. (Old),1999-06-30,2005-09-30,BBG000BRHBP7,1072342.0,1.0,1.0
DPS,US26138E1091,Dr Pepper Snapple Group Inc,2008-12-31,2018-06-30,BBG000TJM948,1418135.0,1.0,1.0
DPT,US1494791072,Datapoint Corp,1981-06-30,1991-03-31,,,0.0,0.0
DPZ,US25754A2015,Domino's Pizza Inc,2020-05-31,2020-06-30,BBG000P46CJ0,1286681.0,1.0,1.0
DRE,US2644115055,Duke Realty,2017-07-31,2020-06-30,BBG000BHDCJ8,783280.0,1.0,1.0
DRI,US2371941053,Darden Restaurants Inc,1995-06-30,2020-06-30,BBG000BBP059,940944.0,1.0,1.0
DTE,US2333311072,DTE Energy Co.,1970-03-31,2020-06-30,BBG000BB2CZ5,936340.0,1.0,1.0
DTV,US25490A3095,DirecTV,2006-12-31,2015-06-30,BBG000FL38M1,936340.0,1.0,1.0
DUK,US26441C2044,Duke Energy Corp,1976-09-30,2020-06-30,BBG000BHGGD2,1326160.0,1.0,1.0
DVA,US23918K1088,DaVita Inc.,2008-09-30,2020-06-30,BBG000MQ1VX1,927066.0,1.0,1.0
DVN,US25179M1036,Devon Energy Corp.,2000-09-30,2020-06-30,BBG000BBVMM5,1090012.0,1.0,1.0
DWD,US24240V1017,Dean Witter Discover & Co.,1993-09-30,1997-03-31,,,0.0,0.0
DXC,US23355L1061,DXC Technology,2017-04-30,2020-06-30,BBG00FZQLY75,1688568.0,1.0,1.0
DXCM,US2521311074,DexCom Inc,2020-05-31,2020-06-30,BBG000QTFGV1,1093557.0,1.0,1.0
DYN,US26817R1086,Dynegy Inc.,2000-12-31,2009-09-30,BBG003FSTZB4,1379895.0,1.0,1.0
E,US8935321013,Transco Energy Co,1991-06-30,1994-12-31,,,0.0,0.0
EA,US2855121099,Electronic Arts Inc,2002-09-30,2020-06-30,BBG000BP0WH2,712515.0,1.0,1.0
EBAY,US2786421030,eBay Inc.,2002-09-30,2020-06-30,BBG000C441Y3,1065088.0,1.0,1.0
EC,US2928451044,Engelhard Corp.,1970-03-31,2006-03-31,BBG002GLTNR0,,1.0,1.0
ECH,US2787491065,Echlin Inc.,1973-12-31,1998-06-30,,,0.0,0.0
ECL,US2788651006,Ecolab Inc.,1989-03-31,2020-06-30,BBG000BHL0C2,31462.0,1.0,1.0
ECO,CA2787511021,Echo Bay Mines Ltd,1990-03-31,1997-12-31,,,0.0,0.0
ED,US2091151041,Consolidated Edison Inc,1970-03-31,2020-06-30,BBG000BHM0P7,1047862.0,1.0,1.0
EDS,US2856611049,Electronic Data Systems Corp,1981-06-30,2008-06-30,BBG002GLW4V3,,1.0,1.0
EFU,US27637F1003,Eastern Enterprises,1970-03-31,2000-09-30,,,0.0,0.0
EFX,US2944291051,Equifax Inc.,1997-06-30,2020-06-30,BBG000BHPNZ3,33185.0,1.0,1.0
EHC,US29261A1007,HealthSouth Corp.,1997-03-31,2002-12-31,BBG000BGBVK8,785161.0,1.0,1.0
EIX,US2810201077,Edison International,1970-03-31,2020-06-30,BBG000D7RMQ3,827052.0,1.0,1.0
EL,US5184391044,Estee Lauder Companies Inc,2006-03-31,2020-06-30,BBG000FKJVN4,1001250.0,1.0,1.0
EMC,US2686481027,EMC Corp.,1996-03-31,2016-08-31,BBG000BHVLJ8,790070.0,1.0,1.0
EMN,US2774321002,Eastman Chemical Co,1994-03-31,2020-06-30,BBG000BLW6G4,915389.0,1.0,1.0
EMR,US2910111044,Emerson Electric Co,1970-03-31,2020-06-30,BBG000BHXD68,32604.0,1.0,1.0
ENDP,IE00BJ3V9050,Endo Int'l plc,2015-03-31,2017-02-28,BBG000C0HZY2,1593034.0,1.0,1.0
ENRNQ,US2935611069,Enron Corp.,1970-03-31,2001-09-30,BBG002GLTQY5,1024401.0,1.0,0.0
EOG,US26875P1012,EOG Resources Inc,2000-12-31,2020-06-30,BBG000BZ9367,821189.0,1.0,1.0
EOP,US2947411037,Equity Office Properties Trust,2001-12-31,2006-12-31,BBG002GX24M0,,1.0,1.0
EP,US28336L1098,El Paso Corp.,1999-12-31,2012-03-31,BBG000DST4Q5,1066107.0,1.0,1.0
EQ (Emb),US29078E1055,Embarq Corporation,2006-06-30,2009-06-30,BBG002GQJ982,1350031.0,1.0,1.0
EQIX,US29444U7000,Equinix Inc,2015-03-31,2020-06-30,BBG000MBDX12,1101239.0,1.0,1.0
EQR,US29476L1070,Equity Residential,2001-12-31,2020-06-30,BBG000BG8P98,906107.0,1.0,1.0
EQT,US26884L1098,EQT Corp,1970-03-31,2018-10-31,BBG000BHZ8B1,33213.0,1.0,1.0
ES,US30040W1080,Eversource Energy,2009-03-31,2020-06-30,BBG000BQ8910,72741.0,1.0,1.0
ESRX,US30219G1085,Express Scripts Holding Co,2003-09-30,2018-11-30,BBG000C16621,1532063.0,1.0,1.0
ESS,US2971781057,Essex Property Trust,2014-06-30,2020-06-30,BBG000CGJP77,920522.0,1.0,1.0
ESY,US2691573016,E-Systems Inc,1985-12-31,1995-03-31,,,0.0,0.0
ETFC,US2692464017,E*Trade Financial Corp.,2004-06-30,2020-06-30,BBG000N75MS4,1015780.0,1.0,1.0
ETN,IE00B8KQN827,Eaton Corporation plc,1970-03-31,2020-06-30,BBG000BJ3QG7,1551182.0,1.0,1.0
ETR,US29364G1031,Entergy Corp.,1970-03-31,2020-06-30,BBG000C1FSD1,65984.0,1.0,1.0
ETS,US2936374014,Enterasys Networks Inc.,1995-06-30,2001-06-30,BBG002GLQC06,,1.0,0.0
EVHC,US29414D1000,Envision Healthcare Holdings Inc,2016-12-31,2018-09-30,BBG00D3CV4L5,895930.0,1.0,1.0
EVRG,US30034W1062,Evergy Inc,2018-06-30,2020-06-30,BBG00HY73K10,1711269.0,1.0,1.0
EW,US28176E1082,Edwards Lifesciences Corp,2011-06-30,2020-06-30,BBG000BRXR56,1099800.0,1.0,1.0
EXC,US30161N1019,Exelon Corp.,1970-03-31,2020-06-30,BBG000J6XW17,1109357.0,1.0,1.0
EXPD,US3021301094,Expeditors Int'l of Washington Inc,2007-12-31,2020-06-30,BBG000BJ5RP3,746515.0,1.0,1.0
EXPE,US30212P3038,Expedia Inc.,2007-12-31,2020-06-30,BBG000QY43Z7,1324424.0,1.0,1.0
EXR,US30225T1025,Extra Space Storage Inc,2016-03-31,2020-06-30,BBG000PV29R2,1289490.0,1.0,1.0
F,US3453708600,Ford Motor Co,1970-03-31,2020-06-30,BBG000BQPFG1,37996.0,1.0,1.0
FANG,US25278X1090,Diamondback Energy Inc,2018-12-31,2020-06-30,BBG002PHSZH4,1539838.0,1.0,1.0
FAST,US3119001044,Fastenal Co.,2008-09-30,2020-06-30,BBG000BJ96W7,815556.0,1.0,1.0
FB,US30303M1027,Facebook Inc.,2013-12-31,2020-06-30,BBG002GPKKZ7,1326801.0,1.0,1.0
FBF,US3390301089,FleetBoston Financial Group Inc,1988-12-31,2004-03-31,BBG002GLVJF9,50341.0,1.0,0.0
FBHS,US34964C1062,Fortune Brands Home & Security Inc,2016-06-30,2020-06-30,BBG001VCCJW6,1519751.0,1.0,1.0
FBNI,US3609212093,Furniture Brands International,1970-03-31,1990-09-30,BBG000DSC9D6,50957.0,1.0,1.0
FBO,US3136931033,Federal Paper Board Inc,1970-03-31,1995-12-31,,,0.0,0.0
FCN (Fir),US31945A1007,First Chicago NBD Corp,1987-06-30,1998-09-30,,,0.0,0.0
FCX,US35671D8570,Freeport-McMoRan Inc.,1995-09-30,2020-06-30,BBG000BJDCQ6,831259.0,1.0,1.0
FDC,US32008D1063,First Data Corp.,1994-09-30,2007-06-30,BBG009NMJJP7,883980.0,1.0,1.0
FDO,US3070001090,Family Dollar Stores Inc,2001-09-30,2015-06-30,BBG000BJDQL0,34408.0,1.0,1.0
FDX,US31428X1063,FedEx Corp,1980-12-31,2020-06-30,BBG000BJF3F6,1048911.0,1.0,1.0
FE,US3379321074,FirstEnergy Corp,1970-03-31,2020-06-30,BBG000BB6PD6,1031296.0,1.0,1.0
FFB,US3201951007,First Fidelity Bancorp,1988-06-30,1995-12-31,,,0.0,0.0
FFIV,US3156161024,F5 Networks Inc,2010-12-31,2020-06-30,BBG000CY05S9,1048695.0,1.0,1.0
FG (USF),US9032901046,USF&G Corp,1976-09-30,1998-03-31,,,0.0,0.0
FHI,US3142111034,Federated Hermes Inc,2003-06-30,2012-12-31,BBG000BP0BK4,1056288.0,1.0,1.0
FHN,US3205171057,First Horizon National Corp,2002-06-30,2013-03-31,BBG000GJ0XT6,36966.0,1.0,1.0
FIS,US31620M1062,Fidelity National Information Services Inc,2006-12-31,2020-06-30,BBG000BK2H93,1136893.0,1.0,1.0
FISV,US3377381088,Fiserv Inc,2001-06-30,2020-06-30,BBG000BJL0P4,798354.0,1.0,1.0
FITB,US3167731005,Fifth Third Bancorp,1996-03-31,2020-06-30,BBG000BJLCJ5,35527.0,1.0,1.0
FJ,US3474711047,Fort James Corp.,1986-06-30,2000-09-30,,,0.0,0.0
FJCC,US3131355014,Fedders Corp,1970-03-31,1994-03-31,BBG000CYCYT2,,1.0,1.0
FL,US3448491049,Foot Locker Inc.,1970-03-31,2019-07-31,BBG000BX8FQ4,850209.0,1.0,1.0
FLE,US3390991038,Fleetwood Enterprises Inc,1974-06-30,1999-12-31,BBG000BJLZP7,314132.0,1.0,1.0
FLIR,US3024451011,FLIR Systems Inc,2009-03-31,2020-06-30,BBG000BHKKM8,354908.0,1.0,1.0
FLM,US3391301062,Fleming Companies,1987-12-31,1997-09-30,BBG002GLVK48,1125816.0,1.0,1.0
FLR,US3434121022,Fluor Corp.,2000-12-31,2019-05-31,BBG000BB1WB8,1124198.0,1.0,1.0
FLS,US34354P1057,Flowserve Corporation,2008-12-31,2020-06-30,BBG000FFH7Y8,30625.0,1.0,1.0
FLT,US3390411052,FleetCor Technologies Inc,2018-06-30,2020-06-30,BBG0014KPDL9,1175454.0,1.0,1.0
FMC,US3024913036,FMC Corp,1970-03-31,2020-06-30,BBG000BJPBC0,37785.0,1.0,1.0
FMCC,US3134003017,Freddie Mac (FHLMC),1992-03-31,2008-06-30,BBG000BF7Y65,1026214.0,1.0,1.0
FMY,US5929071091,Fred Meyer Inc.,1998-09-30,1999-03-31,,,0.0,0.0
FNB (Fir),US3194551012,First Chicago Corp. (Old),1976-09-30,1995-09-30,,,0.0,0.0
FNMA,US3135861090,Fannie Mae (FNMA),1988-09-30,2008-06-30,BBG000BJQ328,310522.0,1.0,1.0
FOSL,US34988V1061,Fossil Group,2012-06-30,2015-12-31,BBG000C37DG6,883569.0,1.0,1.0
FOX,US35137L2043,Fox Corp Class B,2019-03-31,2020-06-30,BBG00JHNKKJ2,,1.0,1.0
FOX (Old),US90130A2006,Twenty-First Century Fox Inc Class B,2015-09-30,2019-02-28,BBG000BQDCZ0,,1.0,1.0
FOXA,US35137L1052,Fox Corp,2019-03-31,2020-06-30,BBG00JHNJWT7,1754301.0,1.0,1.0
FOXA (Old),US90130A1016,Twenty-First Century Fox Inc,2004-12-31,2019-02-28,BBG000DWZSS4,1308161.0,1.0,1.0
FPC,US3411090075,Florida Progress Corp,1999-06-30,2000-09-30,,,0.0,0.0
FRC,US33616C1009,First Republic Bank,1987-06-30,2020-06-30,BBG0019LSQ85,1132979.0,1.0,1.0
FRO (Fro),US35906P1057,Frontier Corp.,1970-03-31,1999-06-30,,,0.0,0.0
FRT,US3137472060,Federal Realty Investment Trust,2016-03-31,2020-06-30,BBG000BJVPQ7,34903.0,1.0,1.0
FRX,US3458381064,Forest Laboratories Inc,2000-12-31,2014-06-30,BBG000BJW0S9,38074.0,1.0,1.0
FSH,US3380322046,Fisher Scientific Int'l,2004-09-30,2006-09-30,BBG002GLVHQ1,,1.0,0.0
FSLB,US35687M2061,Freescale Semiconductor Inc,2004-12-31,2006-09-30,BBG002GYQ317,,1.0,0.0
FSLR,US3364331070,First Solar Inc,2009-12-31,2017-02-28,BBG000BFLCG6,1274494.0,1.0,1.0
FTI,GB00BDSFG982,TechnipFMC plc,2009-06-30,2020-06-30,BBG00DL8NMZ8,1681459.0,1.0,1.0
FTL.A,KYG3682L1059,Fruit of The Loom Inc,1995-06-30,1999-09-30,,,0.0,0.0
FTNT,US34959E1091,Fortinet Inc,2018-10-31,2020-06-30,BBG000BCMNX9,1262039.0,1.0,1.0
FTR,US35906A3068,Frontier Comm's Corp,2001-03-31,2017-02-28,BBG000FH8K48,20520.0,1.0,1.0
FTV,US34959J1088,Fortive Corp,2016-07-31,2020-06-30,BBG00BLVZ282,1659166.0,1.0,1.0
FWLT,CH0018666781,Foster Wheeler AG,1970-03-31,1999-12-31,BBG000BK1R01,1130385.0,1.0,1.0
G (Gil),US3757661026,Gillette Co.,1970-03-31,2005-09-30,BBG002GLWDC4,1398659.0,1.0,1.0
GAP,US3900641032,The Great Atlantic & Pacific Tea Co,1970-03-31,2000-06-30,BBG000BK3M37,43300.0,1.0,1.0
GAS,US0012041069,AGL Resources Inc.,2011-12-31,2016-06-30,BBG000BCKF86,1004155.0,1.0,1.0
GAS (Nico),US6540861076,Nicor Inc.,1989-09-30,2011-09-30,BBG000BK42S3,72020.0,1.0,1.0
GCO,US3715321028,Genesco Inc,1970-03-31,1994-09-30,BBG000BK5V80,18498.0,1.0,1.0
GD,US3695501086,General Dynamics Corp,1970-03-31,2020-06-30,BBG000BK69Z8,40533.0,1.0,1.0
GDT,US4016981056,Guidant Corp,1996-12-31,2006-03-31,BBG002GVQWH2,,1.0,0.0
GDW,US3813171069,Golden West Financial,1988-06-30,2006-09-30,BBG002GLWJ40,,1.0,0.0
GE,US3696041033,General Electric Co,1970-03-31,2020-06-30,BBG000BK6PH2,40545.0,1.0,1.0
GEB,US3737121083,Gerber Products Co,1970-03-31,1994-06-30,,,0.0,0.0
GEN (Gen),US37244E1073,GenOn Energy Inc,2001-06-30,2003-06-30,BBG000BDB3H1,1126294.0,1.0,1.0
GENZ,US3729171047,Genzyme Corp.,2001-12-31,2011-03-31,BBG000BK82F3,732485.0,1.0,1.0
GFS.A,US3744781051,Giant Food Inc.,1987-09-30,1998-06-30,,,0.0,0.0
GGP,US36174X1019,GGP Inc,2007-09-30,2018-07-31,BBG000BG3K58,1496048.0,1.0,1.0
GHC,US3846371041,Graham Holdings Co,2007-12-31,2014-06-30,BBG000C3FJS1,104889.0,1.0,1.0
GHC (Galen),US3632331076,Galen Health Care Inc,1993-03-31,1993-06-30,,,0.0,0.0
GIDL,US3750481059,Giddings & Lewis Inc.,1992-09-30,1997-06-30,,,0.0,0.0
GILD,US3755581036,Gilead Sciences Inc,2004-09-30,2020-06-30,BBG000CKHQT4,882095.0,1.0,1.0
GIS,US3703341046,General Mills Inc.,1970-03-31,2020-06-30,BBG000BKCHJ1,40704.0,1.0,1.0
GL,US37959E1029,Globe Life Inc,1989-06-30,2020-06-30,BBG000BVD9G7,320335.0,1.0,1.0
GLBC (Glob),BMG3921A1009,Global Crossing Ltd,1999-09-30,2001-09-30,,,0.0,0.0
GLD,US8021761072,Santa Fe Pacific Gold Corp.,1994-12-31,1997-03-31,,,0.0,0.0
GLK (Chem),US3905681033,Great Lakes Chemical Corp,1991-12-31,2005-06-30,,,0.0,0.0
GLW,US2193501051,Corning Inc.,1970-03-31,2020-06-30,BBG000BKG0Z6,24741.0,1.0,1.0
GM,US37045V1008,General Motors Co,1970-03-31,2020-06-30,BBG0014WFHK6,1467858.0,1.0,1.0
GMCR,US49271M1009,Keurig Green Mountain Inc,2014-03-31,2015-12-31,BBG000BJ9P91,909954.0,1.0,1.0
GME,US36467W1099,GameStop Corp.,2007-12-31,2016-03-31,BBG000BB5DK6,1326380.0,1.0,1.0
GNT,US2084641073,Green Tree Financial Corp,1996-03-31,1998-06-30,,,0.0,0.0
GNW,US37247D1063,Genworth Financial Inc.,2005-12-31,2015-09-30,BBG000J5Q990,1276520.0,1.0,1.0
GOOG,US02079K1079,Alphabet Inc. Class C,2014-06-30,2020-06-30,BBG009S4MVF2,1652044.0,1.0,1.0
GOOGL,US02079K3059,Alphabet Inc. Class A,2006-06-30,2020-06-30,BBG009S4MT03,1652044.0,1.0,1.0
GOSHA,US6882222077,OshKosh B'gosh Inc.,1986-03-31,1995-03-31,BBG002GQG486,,1.0,0.0
GP,US3732981085,Georgia-Pacific Group,1970-03-31,2005-09-30,BBG002GLWB47,,1.0,0.0
GPC,US3724601055,Genuine Parts Co,1973-12-31,2020-06-30,BBG000BKL4C7,40987.0,1.0,1.0
GPN,US37940X1028,Global Payments Inc,2016-06-30,2020-06-30,BBG000CX0RB1,1123360.0,1.0,1.0
GPS,US3647601083,Gap Inc.,1986-09-30,2020-06-30,BBG000BKLK68,39911.0,1.0,1.0
GPU,US36225X1000,GPU Inc.,1970-03-31,2001-09-30,,,0.0,0.0
GQ,US4001811037,Grumman Corp,1970-03-31,1994-03-31,,,0.0,0.0
