Ticker,ISIN Code,Company Name,min_date,max_date
EW,US28176E1082,Edwards Lifesciences Corp,2011-06-30,2020-06-30
EXC,US30161N1019,Exelon Corp.,1970-03-31,2020-06-30
EXPD,US3021301094,Expeditors Int'l of Washington Inc,2007-12-31,2020-06-30
EXPE,US30212P3038,Expedia Inc.,2007-12-31,2020-06-30
EXR,US30225T1025,Extra Space Storage Inc,2016-03-31,2020-06-30
F,US3453708600,Ford Motor Co,1970-03-31,2020-06-30
FANG,US25278X1090,Diamondback Energy Inc,2018-12-31,2020-06-30
FAST,US3119001044,Fastenal Co.,2008-09-30,2020-06-30
FB,US30303M1027,Facebook Inc.,2013-12-31,2020-06-30
FBF,US3390301089,FleetBoston Financial Group Inc,1988-12-31,2004-03-31
FBHS,US34964C1062,Fortune Brands Home & Security Inc,2016-06-30,2020-06-30
FBNI,US3609212093,Furniture Brands International,1970-03-31,1990-09-30
FBO,US3136931033,Federal Paper Board Inc,1970-03-31,1995-12-31
FCN (Fir),US31945A1007,First Chicago NBD Corp,1987-06-30,1998-09-30
FCX,US35671D8570,Freeport-McMoRan Inc.,1995-09-30,2020-06-30
FDC,US32008D1063,First Data Corp.,1994-09-30,2007-06-30
FDO,US3070001090,Family Dollar Stores Inc,2001-09-30,2015-06-30
FDX,US31428X1063,FedEx Corp,1980-12-31,2020-06-30
FE,US3379321074,FirstEnergy Corp,1970-03-31,2020-06-30
FFB,US3201951007,First Fidelity Bancorp,1988-06-30,1995-12-31
FFIV,US3156161024,F5 Networks Inc,2010-12-31,2020-06-30
FG (USF),US9032901046,USF&G Corp,1976-09-30,1998-03-31
FHI,US3142111034,Federated Hermes Inc,2003-06-30,2012-12-31
FHN,US3205171057,First Horizon National Corp,2002-06-30,2013-03-31
FIS,US31620M1062,Fidelity National Information Services Inc,2006-12-31,2020-06-30
FISV,US3377381088,Fiserv Inc,2001-06-30,2020-06-30
FITB,US3167731005,Fifth Third Bancorp,1996-03-31,2020-06-30
FJ,US3474711047,Fort James Corp.,1986-06-30,2000-09-30
FJCC,US3131355014,Fedders Corp,1970-03-31,1994-03-31
FL,US3448491049,Foot Locker Inc.,1970-03-31,2019-07-31
FLE,US3390991038,Fleetwood Enterprises Inc,1974-06-30,1999-12-31
FLIR,US3024451011,FLIR Systems Inc,2009-03-31,2020-06-30
FLM,US3391301062,Fleming Companies,1987-12-31,1997-09-30
FLR,US3434121022,Fluor Corp.,2000-12-31,2019-05-31
FLS,US34354P1057,Flowserve Corporation,2008-12-31,2020-06-30
FLT,US3390411052,FleetCor Technologies Inc,2018-06-30,2020-06-30
FMC,US3024913036,FMC Corp,1970-03-31,2020-06-30
FMCC,US3134003017,Freddie Mac (FHLMC),1992-03-31,2008-06-30
FMY,US5929071091,Fred Meyer Inc.,1998-09-30,1999-03-31
FNB (Fir),US3194551012,First Chicago Corp. (Old),1976-09-30,1995-09-30
FNMA,US3135861090,Fannie Mae (FNMA),1988-09-30,2008-06-30
FOSL,US34988V1061,Fossil Group,2012-06-30,2015-12-31
FOX,US35137L2043,Fox Corp Class B,2019-03-31,2020-06-30
FOX (Old),US90130A2006,Twenty-First Century Fox Inc Class B,2015-09-30,2019-02-28
FOXA,US35137L1052,Fox Corp,2019-03-31,2020-06-30
FOXA (Old),US90130A1016,Twenty-First Century Fox Inc,2004-12-31,2019-02-28
FPC,US3411090075,Florida Progress Corp,1999-06-30,2000-09-30
FRC,US33616C1009,First Republic Bank,1987-06-30,2020-06-30
FRO (Fro),US35906P1057,Frontier Corp.,1970-03-31,1999-06-30
FRT,US3137472060,Federal Realty Investment Trust,2016-03-31,2020-06-30
FRX,US3458381064,Forest Laboratories Inc,2000-12-31,2014-06-30
FSH,US3380322046,Fisher Scientific Int'l,2004-09-30,2006-09-30
FSLB,US35687M2061,Freescale Semiconductor Inc,2004-12-31,2006-09-30
FSLR,US3364331070,First Solar Inc,2009-12-31,2017-02-28
FTI,GB00BDSFG982,TechnipFMC plc,2009-06-30,2020-06-30
FTL.A,KYG3682L1059,Fruit of The Loom Inc,1995-06-30,1999-09-30
FTNT,US34959E1091,Fortinet Inc,2018-10-31,2020-06-30
FTR,US35906A3068,Frontier Comm's Corp,2001-03-31,2017-02-28
FTV,US34959J1088,Fortive Corp,2016-07-31,2020-06-30
FWLT,CH0018666781,Foster Wheeler AG,1970-03-31,1999-12-31
G (Gil),US3757661026,Gillette Co.,1970-03-31,2005-09-30
GAP,US3900641032,The Great Atlantic & Pacific Tea Co,1970-03-31,2000-06-30
GAS,US0012041069,AGL Resources Inc.,2011-12-31,2016-06-30
GAS (Nico),US6540861076,Nicor Inc.,1989-09-30,2011-09-30
GCO,US3715321028,Genesco Inc,1970-03-31,1994-09-30
GD,US3695501086,General Dynamics Corp,1970-03-31,2020-06-30
GDT,US4016981056,Guidant Corp,1996-12-31,2006-03-31
GDW,US3813171069,Golden West Financial,1988-06-30,2006-09-30
GE,US3696041033,General Electric Co,1970-03-31,2020-06-30
GEB,US3737121083,Gerber Products Co,1970-03-31,1994-06-30
GEN (Gen),US37244E1073,GenOn Energy Inc,2001-06-30,2003-06-30
GENZ,US3729171047,Genzyme Corp.,2001-12-31,2011-03-31
GFS.A,US3744781051,Giant Food Inc.,1987-09-30,1998-06-30
GGP,US36174X1019,GGP Inc,2007-09-30,2018-07-31
GHC,US3846371041,Graham Holdings Co,2007-12-31,2014-06-30
GHC (Galen),US3632331076,Galen Health Care Inc,1993-03-31,1993-06-30
GIDL,US3750481059,Giddings & Lewis Inc.,1992-09-30,1997-06-30
GILD,US3755581036,Gilead Sciences Inc,2004-09-30,2020-06-30
GIS,US3703341046,General Mills Inc.,1970-03-31,2020-06-30
GL,US37959E1029,Globe Life Inc,1989-06-30,2020-06-30
GLBC (Glob),BMG3921A1009,Global Crossing Ltd,1999-09-30,2001-09-30
GLD,US8021761072,Santa Fe Pacific Gold Corp.,1994-12-31,1997-03-31
GLK (Chem),US3905681033,Great Lakes Chemical Corp,1991-12-31,2005-06-30
GLW,US2193501051,Corning Inc.,1970-03-31,2020-06-30
GM,US37045V1008,General Motors Co,1970-03-31,2020-06-30
GMCR,US49271M1009,Keurig Green Mountain Inc,2014-03-31,2015-12-31
GME,US36467W1099,GameStop Corp.,2007-12-31,2016-03-31
GNT,US2084641073,Green Tree Financial Corp,1996-03-31,1998-06-30
GNW,US37247D1063,Genworth Financial Inc.,2005-12-31,2015-09-30
GOOG,US02079K1079,Alphabet Inc. Class C,2014-06-30,2020-06-30
GOOGL,US02079K3059,Alphabet Inc. Class A,2006-06-30,2020-06-30
GOSHA,US6882222077,OshKosh B'gosh Inc.,1986-03-31,1995-03-31
GP,US3732981085,Georgia-Pacific Group,1970-03-31,2005-09-30
GPC,US3724601055,Genuine Parts Co,1973-12-31,2020-06-30
GPN,US37940X1028,Global Payments Inc,2016-06-30,2020-06-30
GPS,US3647601083,Gap Inc.,1986-09-30,2020-06-30
GPU,US36225X1000,GPU Inc.,1970-03-31,2001-09-30
GQ,US4001811037,Grumman Corp,1970-03-31,1994-03-31
GR,US3823881061,Goodrich Corp.,1970-03-31,2012-06-30
GRA,US38388F1084,W. R. Grace & Co,1970-03-31,2000-09-30
GRL,37011810,NextLevel Systems Inc,1970-03-31,1990-06-30
GRMN,CH0114405324,Garmin Ltd,2012-12-31,2020-06-30
GRN,US3705631089,General Re Corp.,1988-06-30,1998-09-30
GS,US38141G1040,Goldman Sachs Group Inc,2002-09-30,2020-06-30
GSX,US3708381047,General Signal Corp,1970-03-31,1998-09-30
GT,US3825501014,Goodyear Tire & Rubber Co,1970-03-31,2019-01-31
GTE (GTE),US3623201031,GTE Corp.,1970-03-31,2000-06-30
GTW,US3676261080,Gateway Inc.,1998-06-30,2006-06-30
GWF,US3914421009,Great Western Financial Corp,1970-03-31,1997-06-30
GWO,US37184G1040,Genesis Worldwide Inc,1970-03-31,1992-06-30
GWW,US3848021040,W. W. Grainger Inc,1981-06-30,2020-06-30
H (Har),US41163G1013,Harcourt General Inc.,1981-09-30,2001-03-31
HAL,US4062161017,Halliburton Co.,1970-03-31,2020-06-30
HAR,US4130861093,Harman Int'l Industries Inc,2006-03-31,2017-02-28
HAS,US4180561072,Hasbro Inc.,1984-09-30,2020-06-30
HBAN,US4461501045,Huntington Bancshares Inc,1997-09-30,2020-06-30
HBI,US4103451021,Hanesbrands Inc,2015-03-31,2020-06-30
HBJ,US4116311048,Harcourt Brace Jovanovich,1970-03-31,1991-09-30
HBOC,US4041001094,HBO & Co.,1997-12-31,1998-12-31
HCA,US40412C1018,HCA Holdings Inc,1993-09-30,2020-06-30
HCBK,US4436831071,Hudson City Bancorp Inc,2007-03-31,2015-09-30
HCR,US5640551017,Manor Care Inc.,1998-09-30,2007-09-30
HD,US4370761029,Home Depot Inc,1988-03-31,2020-06-30
HDLM,US4102521006,Handleman Co.,1973-03-31,1995-12-31
HES,US42809H1077,Hess Corp,1970-03-31,2020-06-30
HFC,US4361061082,HollyFrontier Corp,2018-06-30,2020-06-30
HFS,US4041811096,HFS Inc.,1996-09-30,1997-09-30
HI (Hou),US4418151076,Household International Inc,1970-03-31,2002-12-31
HIG,US4165151048,Hartford Financial Services Group Inc,1995-12-31,2020-06-30
HII,US4464131063,Huntington Ingalls Industries Inc.,2018-01-31,2020-06-30
HLT,US43300A2033,Hilton Worldwide Holdings Inc.,1970-06-30,2020-06-30
HM,US4376141002,Homestake Mining Co,1970-03-31,2001-09-30
HMA,US4219331026,Health Management Associates Inc,2001-12-31,2006-12-31
HMX,US4171191046,Hartmarx Corp,1979-06-30,1995-03-31
HNZ,US4230741039,H. J. Heinz Company,1970-03-31,2013-03-31
HOG,US4128221086,Harley-Davidson Inc,2000-03-31,2020-05-31
HOLX,US4364401012,Hologic Inc,2016-03-31,2020-06-30
HON,US4385161066,Honeywell International Inc,1970-03-31,2020-06-30
HON (Old),US4385061076,Honeywell Inc. (Old),1970-03-31,1999-09-30
HOT,US85590A4013,Starwood Hotels & Resorts Worldwide Inc,2000-12-31,2016-08-31
HP,US4234521015,Helmerich and Payne Inc,1988-03-31,2020-04-30
HPC,US4270561065,Hercules Inc.,1970-03-31,2008-09-30
HPE,US42824C1099,Hewlett Packard Enterprise Co,2015-12-31,2020-06-30
HPH,US4133451090,Harnischfeger Industries,1989-09-30,1999-03-31
HPQ,US40434L1052,HP Inc,1974-12-31,2020-06-30
HRB,US0936711052,H&R Block Inc,1986-12-31,2020-06-30
HRL,US4404521001,Hormel Foods Corp.,2009-03-31,2020-06-30
HSH,US4325891095,Hillshire Brands Co,1981-09-30,2012-06-30
HSIC,US8064071025,Henry Schein Inc,2015-03-31,2020-06-30
HSP,US4410601003,Hospira Inc.,2004-06-30,2015-06-30
HST,US44107P1049,Host Hotels & Resorts,2007-03-31,2020-06-30
HSY,US4278661081,Hershey Co,1970-03-31,2020-06-30
HUM,US4448591028,Humana Inc.,1979-03-31,2020-06-30
HWM,US4432011082,Howmet Aerospace Inc,2016-11-30,2020-06-30
HXN,US60899Z0013,Hexion Specialty Chemicals,1970-03-31,1994-09-30
I (Fir),US3205481001,First Interstate Bancorporation,1976-09-30,1996-03-31
IAC,US44919P5089,IAC/InterActiveCorp,2006-12-31,2008-06-30
IBM,US4592001014,IBM Corp.,1970-03-31,2020-06-30
ICE,US45866F1049,Intercontinental Exchange Inc,2007-09-30,2020-06-30
IDXX,US45168D1046,IDEXX Laboratories Inc,2017-01-31,2020-06-30
IEX,US45167R1041,IDEX Corp,2019-08-31,2020-06-30
IFF,US4595061015,International Flavors & Fragrances Inc,1976-03-31,2020-06-30
IGT (Old),US4599021023,International Game Technology plc (Old),2001-09-30,2014-03-31
IHRT,US1845021021,iHeartMedia Inc,1997-09-30,2008-06-30
IIN (ITT),US4506791056,ITT Corp. (Original),1970-03-31,1995-09-30
IK,US4587021076,Interlake Corp,1972-03-31,1993-06-30
IKN,US4517131011,IKON Office Solutions Inc,1988-03-31,2000-03-31
ILMN,US4523271090,Illumina Inc,2015-12-31,2020-06-30
IMNX,US4525281022,Immunex Corp.,2001-09-30,2002-06-30
IMS,US4499341083,IMS Health Holdings Inc,1996-12-31,2009-12-31
INCY,US45337C1027,Incyte Corp,2017-02-28,2020-06-30
INFO,BMG475671050,IHS Markit Ltd.,2017-06-30,2020-06-30
INGR (Inte),US4586831095,Intergraph Corp,1984-12-31,1997-06-30
INTC,US4581401001,Intel Corp.,1976-12-31,2020-06-30
INTU,US4612021034,Intuit Inc.,2000-12-31,2020-06-30
IP,US4601461035,International Paper Co.,1970-03-31,2020-06-30
IPG,US4606901001,Interpublic Group of Companies Inc,1992-12-31,2020-06-30
IPGP,US44980X1090,IPG Photonics Corp,2018-03-31,2020-06-30
IQV,US46266C1053,IQVIA Holdings Inc,2017-08-31,2020-06-30
IR,US45687V1061,Ingersoll Rand Inc,2020-03-31,2020-06-30
IRM,US46284V1017,Iron Mountain Inc.,2009-03-31,2020-06-30
ISRG,US46120E6023,Intuitive Surgical Inc.,2008-06-30,2020-06-30
IT,US3666511072,Gartner Inc,2017-04-30,2020-06-30
ITT,US45073V1089,ITT Inc,1995-12-31,2011-09-30
ITT (Old),US4509121004,ITT Corporation (Old),1995-12-31,1997-12-31
ITW,US4523081093,Illinois Tool Works Inc,1986-03-31,2020-06-30
IVZ,BMG491BT1088,Invesco Ltd,2008-09-30,2020-06-30
J,US4698141078,Jacobs Engineering Group,2007-12-31,2020-06-30
JAVA,US8668102036,Sun Microsystems,1992-09-30,2009-12-31
JBHT,US4456581077,J. B. Hunt Transport Services Inc.,2015-09-30,2020-06-30
JBL,US4663131039,Jabil Circuit Inc,2001-03-31,2014-09-30
JCI,IE00BY7QL619,Johnson Controls International plc,1989-09-30,2020-06-30
JCI (Old),US4783661071,Johnson Controls (Old),1986-06-30,2016-08-31
JCP,US7081601061,J.C. Penney Co Inc,1970-03-31,2013-09-30
JEF,US47233W1099,Jefferies Financial Group Inc,1970-03-31,2019-08-31
JH,US4126931033,John H. Harland Co.,1989-12-31,1998-03-31
JHF,US41014S1069,John Hancock Financial Services Inc,2001-06-30,2004-03-31
JKHY,US4262811015,Jack Henry & Associates Inc,2018-11-30,2020-06-30
JNJ,US4781601046,Johnson & Johnson,1973-06-30,2020-06-30
JNPR,US48203R1041,Juniper Networks Inc,2006-06-30,2020-06-30
JNS,US47102X1054,Janus Capital Group,2000-09-30,2011-09-30
JNY,US48020T1016,Jones Group,2001-12-31,2008-12-31
JOS,US4810883003,Jostens Inc.,1989-09-30,2000-03-31
JOY,US4811651086,Joy Global Inc.,2011-03-31,2015-09-30
JP,US4750701082,Jefferson-Pilot Corp.,1976-09-30,2006-03-31
JPM,US46625H1005,JPMorgan Chase & Co.,1976-09-30,2020-06-30
JPM (Old),US6168801008,J. P. Morgan & Co. Inc (Old),1976-09-30,2000-12-31
JWN,US6556641008,Nordstrom Inc,1986-09-30,2020-05-31
JWP,US4702321096,JWP Inc.,1990-09-30,1993-09-30
K,US4878361082,Kellogg Co.,1970-03-31,2020-06-30
KATE,US4858651098,Kate Spade & Co,1984-12-31,2008-09-30
KBH,US48666K1097,KB Home,1989-03-31,2009-09-30
KEY,US4932671088,KeyCorp,1994-03-31,2020-06-30
KEYS,US49338L1035,Keysight Technologies Inc,2018-11-30,2020-06-30
KG,US4955821081,King Pharmaceuticals Inc.,2000-12-31,2010-09-30
KHC,US5007541064,Kraft Heinz Co,2012-12-31,2020-06-30
KIM,US49446R1095,Kimco Realty,2006-06-30,2020-06-30
KLAC,US4824801009,KLA-Tencor Corp.,1997-09-30,2020-06-30
KM,US4825841095,Kmart Corp,1970-03-31,2001-12-31
KMB,US4943681035,Kimberly-Clark Corp,1970-03-31,2020-06-30
KMG (Ker),US4923861078,Kerr-McGee Corp.,1984-12-31,2006-06-30
KMI,US49456B1017,Kinder Morgan Inc,2000-12-31,2020-06-30
KMX,US1431301027,Carmax Inc.,2010-06-30,2020-06-30
KO,US1912161007,The Coca Cola Co.,1970-03-31,2020-06-30
KODK,US2774614067,Eastman Kodak Co.,1970-03-31,2010-09-30
KR,US5010441013,Kroger Co.,1970-03-31,2020-06-30
KRB,US55262L1008,MBNA Corp.,1992-06-30,2005-12-31
KRI,US4990401030,Knight-Ridder Inc.,1975-12-31,2006-03-31
KSE,US49337W1009,KeySpan Corp,2000-09-30,2007-06-30
KSS,US5002551043,Kohl's Corp.,1998-09-30,2020-06-30
KSU,US4851703029,Kansas City Southern,1970-03-31,2020-06-30
KWP,US4956671071,King World Productions Inc.,1989-03-31,1999-09-30
L,US5404241086,Loews Corp.,1995-06-30,2020-06-30
LB,US5017971046,L Brands Inc.,1983-09-30,2020-06-30
LCE,US5422904087,Lone Star Industries Inc,1970-03-31,1990-09-30
LDG,US5431621011,Longs Drug Stores Inc,1985-12-31,2001-06-30
LDOS,US5253271028,Leidos Holdings Inc,2009-12-31,2020-06-30
LEG,US5246601075,Leggett & Platt Inc,1999-12-31,2020-06-30
LEHMQ,US5249081002,Lehman Brothers Holding,1998-03-31,2008-06-30
LEN,US5260571048,Lennar Corp.,2005-12-31,2020-06-30
LH,US50540R4092,Laboratory Corp of America Holdings,2004-12-31,2020-06-30
LHX,US5024311095,L3Harris Technologies Inc,1980-06-30,2020-06-30
LI,US50730K5039,Laidlaw Int'l Inc,1995-06-30,1999-09-30
LIFE (Tech),US53217V1098,Life Technologies Corp,2008-12-31,2013-12-31
LIN,IE00BZ12WP82,Linde plc,1992-09-30,2020-06-30
LIT,US5380211061,Litton Industries Inc,1970-03-31,1993-12-31
LKQ,US5018892084,LKQ Corp,2016-06-30,2020-06-30
LLL,US5024131071,L-3 Comm's Holdings Inc,2004-12-31,2019-06-30
LLTC,US5356781063,Linear Technology Corp.,2000-06-30,2017-02-28
LLX,US5462681033,Louisiana Land & Exploration Co,1970-03-31,1997-09-30
LLY,US5324571083,Eli Lilly and Co.,1970-12-31,2020-06-30
LM,US5249011058,Legg Mason Inc,2006-06-30,2016-11-30
LMT,US5398301094,Lockheed Martin Corp.,1970-03-31,2020-06-30
LNC,US5341871094,Lincoln National Corp,1976-09-30,2020-06-30
LNT,US0188021085,Alliant Energy Corp,2016-07-31,2020-06-30
LO,US5441471019,Lorillard Inc.,2008-06-30,2015-03-31
LOR,US5438591027,Loral Corp.,1985-09-30,1996-03-31
LOTS,US5457001064,Lotus Development Corp,1986-09-30,1995-06-30
LOW,US5486611073,Lowe's Companies Inc,1984-03-31,2020-06-30
LPX,US5463471053,Louisiana-Pacific Corp.,1974-12-31,2006-09-30
LRCX,US5128071082,Lam Research Corp,2012-06-30,2020-06-30
LSI (LSI),US5021611026,LSI Corp,1995-12-31,2014-03-31
LU,US5494631071,Lucent Technology,1996-12-31,2006-09-30
LUB,US5492821013,Luby's Inc,1985-06-30,1996-12-31
LUV,US8447411088,Southwest Airlines Co,1994-09-30,2020-06-30
LVLT,US52729N3089,Level 3 Comm's Inc,2014-12-31,2017-09-30
LVS,US5178341070,Las Vegas Sands Corp,2019-10-31,2020-06-30
LW,US5132721045,Lamb Weston Holdings Inc,2018-12-31,2020-06-30
LXK,US5297711070,Lexmark International Inc,1999-09-30,2012-09-30
LYB,NL0009434992,LyondellBasell Industries NV,2012-09-30,2020-06-30
LYV,US5380341090,Live Nation Entertainment Inc,2019-12-31,2020-06-30
M,US55616P1049,Macy's Inc.,1995-12-31,2020-03-31
MA,US57636Q1040,Mastercard Inc.,2008-09-30,2020-06-30
MAA,US59522J1034,Mid-America Apartment Communities,2016-12-31,2020-06-30
MAC,US5543821012,Macerich,2013-06-30,2019-11-30
MAI,US5526181004,MA.com Inc,1980-12-31,1995-06-30
MAR,US5719032022,Marriott International Inc,1993-12-31,2020-06-30
MAS,US5745991068,Masco Corp.,1981-06-30,2020-06-30
MAT,US5770811025,Mattel Inc.,1972-09-30,2019-05-31
MAY,US5777781031,May Dept Stores,1970-03-31,2005-06-30
MBI,US55262C1009,MBIA Inc,1996-12-31,2009-09-30
MCA,US5526531075,MCA Inc,1970-03-31,1990-09-30
MCAWA,US5794681099,McCaw Cellular Comm.,1993-09-30,1994-06-30
MCD,US5801351017,McDonald's Corp.,1970-06-30,2020-06-30
MCHP,US5950171042,Microchip Technology Inc,2007-09-30,2020-06-30
MCIC,US5526731055,MCI Communications Corp,1982-06-30,1998-06-30
MCK,US58155Q1031,McKesson Corp.,1988-03-31,2020-06-30
MCO,US6153691059,Moody's Corp,2000-12-31,2020-06-30
MD (McD),US5801691008,McDonnell Douglas Corp.,1970-03-31,1997-06-30
MDLZ,US6092071058,Mondelez International Inc,2007-06-30,2020-06-30
MDP,US5894331017,Meredith Corp.,1970-03-31,2010-12-31
MDR,PAL1201471A1,McDermott Int'l Inc,1971-09-30,2003-06-30
MDT,IE00BTN1Y115,Medtronic PLC,1986-12-31,2020-06-30
MEA,US5828341074,Mead Corp.,1970-03-31,2001-12-31
MEDI,US5846991025,MedImmune Inc.,2000-06-30,2007-03-31
MEE,US5762061068,Massey Energy Co.,1980-03-31,2011-03-31
MEL,US58551A1088,Mellon Financial Corp,1976-09-30,2007-06-30
MER,US5901881087,Merrill Lynch & Co,1982-06-30,2008-12-31
MERQ,US5894051094,Mercury Interactive Corp,2000-06-30,2005-12-31
MET,US59156R1086,MetLife Inc.,2000-12-31,2020-06-30
MFE,US5790641063,McAfee Inc.,2008-12-31,2010-12-31
MGI,US60935Y2081,MoneyGram Int'l Inc,1989-09-30,1996-06-30
MGM,US5529531015,MGM Resorts International,2017-07-31,2020-06-30
MHC,US5648091016,Manufacturers Hanover Corp,1976-09-30,1991-12-31
MHK,US6081901042,Mohawk Industries Inc,2013-12-31,2020-06-30
MHS,US58405U1025,Medco Health Solution Inc,2003-09-30,2012-03-31
MHS (Mar.),57163010,Marriott Corp.,1970-06-30,1993-09-30
MI,US5718371033,Marshall & Ilsley Corp,2002-03-31,2011-06-30
MII,US6193351029,Morton International Inc.,1989-06-30,1999-03-31
MIL,US6010731098,Millipore Corp,1988-09-30,2010-06-30
MIR (M. R.),US60462E1047,Mirage Resorts Inc,1997-09-30,2000-03-31
MJN,US5828391061,Mead Johnson Nutrition Co,2009-12-31,2017-05-31
MKC,US5797802064,McCormick & Company Inc,2003-03-31,2020-06-30
MKG,US5612321092,Mallinckrodt Inc. (Old),1975-03-31,2000-09-30
MKTX,US57060D1081,MarketAxess Holdings Inc,2019-07-31,2020-06-30
ML (Mar),US5729001082,Martin Marietta Corp,1970-03-31,1994-12-31
MLM,US5732841060,Martin Marietta Materials Inc,2014-09-30,2020-06-30
MMC,US5717481023,Marsh & McLennan Companies Inc,1987-09-30,2020-06-30
MMI (Mot),US6200971058,Motorola Mobility,2011-03-31,2012-03-31
MMM,US88579Y1010,3M Co,1970-03-31,2020-06-30
MNK,IE00BBGT3753,Mallinckrodt plc,2014-09-30,2017-06-30
MNR (Man),US5640541042,Manor Care Inc. (Old),1986-06-30,1998-06-30
MNST,US61174X1090,Monster Beverage Corp,2012-09-30,2020-06-30
MO,US02209S1033,Altria Group Inc.,1970-03-31,2020-06-30
MOB,US6070591028,Mobil Corp.,1970-03-31,1999-09-30
MOLX,US6085541018,Molex Inc.,1999-12-31,2013-09-30
MON,US61166W1018,Monsanto Co.,2002-09-30,2018-05-31
MOS,US61945C1036,Mosaic Co,2011-09-30,2020-06-30
MPC,US56585A1025,Marathon Petroleum Corp,2011-09-30,2020-06-30
MRK,US58933Y1055,Merck & Co Inc,1970-03-31,2020-06-30
MRN,US6184471067,Morrison Knudsen Corp.,1990-06-30,1995-09-30
MRO,US5658491064,Marathon Oil Corp.,1991-06-30,2020-06-30
MS,US6174464486,Morgan Stanley,1995-09-30,2020-06-30
MSCI,US55354G1004,MSCI Inc,2018-04-30,2020-06-30
MSFT,US5949181045,Microsoft Corp.,1994-06-30,2020-06-30
MSI,US6200763075,Motorola Solutions Inc.,1970-03-31,2020-06-30
MST,US5875331002,Mercantile Stores Inc,1970-03-31,1998-06-30
MTB,US55261F1049,M&T Bank Corp.,2004-03-31,2020-06-30
MTD,US5926881054,Mettler-Toledo Int'l Inc,2016-09-30,2020-06-30
MTG,US5528481030,MGIC Investment Corp,1996-09-30,2008-09-30
MTL,US5873421060,Mercantile Bancorporation Inc,1998-03-31,1999-06-30
MTW,US5635714059,Manitowoc Inc,2007-12-31,2009-06-30
MU,US5951121038,Micron Technology Inc,1994-09-30,2020-06-30
MUR,US6267171022,Murphy Oil Corp,2005-09-30,2017-06-30
MWI,US5832041025,Moore Wallace Inc.,1987-09-30,1999-03-31
MWW,US6117421072,Monster Worldwide Inc.,2001-06-30,2011-09-30
MXIM,US57772K1016,Maxim Integrated Products Inc,2000-06-30,2020-06-30
MXS,US5777301046,Maxus Energy Corp,1984-12-31,1994-12-31
MYG,US5785921074,Maytag Corp.,1970-03-31,2006-03-31
MYL,NL0011031208,Mylan NV,2004-06-30,2020-06-30
MZ,US5987093011,Milacron Inc.,1970-03-31,2000-03-31
N (Inc),CA4532584022,Inco Ltd.,1970-03-31,2002-06-30
NAE (Nor),US6554190008,NorAm Energy Corp.,1989-03-31,1997-06-30
NAV,US63934E1082,Navistar Int'l Corp,1970-03-31,2006-09-30
NAVI,US63938C1080,Navient Corp,2014-06-30,2018-05-31
NBL,US6550441058,Noble Energy Inc.,2007-12-31,2020-06-30
NBR,BMG6359F1032,Nabors Industries Ltd,2000-12-31,2014-12-31
NC,US6295791031,NACCO Industries Inc,1970-03-31,2000-03-31
NCC,US6354051038,National City Corp.,1994-09-30,2008-12-31
NCE,US64352U1034,New Century Energies Inc,1970-03-31,2000-06-30
NCLH,BMG667211046,Norwegian Cruise Line Holdings Ltd,2017-10-31,2020-06-30
NCR,US62886E1082,NCR Corp.,1970-03-31,2007-09-30
NDAQ,US6311031081,Nasdaq Inc,2008-12-31,2020-06-30
NE,GB00BFG3KF26,Noble Corp plc,2001-03-31,2015-06-30
NEC,US6357711083,National Education Corp,1989-03-31,1994-12-31
NEE,US65339F1012,NextEra Energy Inc,1976-09-30,2020-06-30
NEM,US6516391066,Newmont Mining Corp.,1970-03-31,2020-06-30
NEU,US6515871076,Newmarket Corp,1987-03-31,1993-12-31
NFB,US6594241050,North Fork BanCorp,2002-09-30,2006-09-30
NFLX,US64110L1061,Netflix Inc.,2010-12-31,2020-06-30
NFX,US6512901082,Newfield Exploration Co.,2010-12-31,2019-01-31
NGH,US62952P1021,Nabisco Group Holding Corp,1998-09-30,2000-09-30
NI,US65473P1057,NiSource Inc.,2000-12-31,2020-06-30
NKE,US6541061031,Nike Inc.,1988-12-31,2020-06-30
NKTR,US6402681083,Nektar Therapeutics,2018-03-31,2019-09-30
NL,US6291564077,NL Industries Inc,1970-03-31,1993-12-31
NLC (Nal),US6298531020,Nalco Chemical Co,1990-03-31,1999-06-30
NLOK,US6687711084,NortonLifeLock Inc,2003-03-31,2020-06-30
NLSN,GB00BWFY5505,Nielsen Holdings PLC,2013-09-30,2020-06-30
NLV,US3701201077,NextLevel Systems Inc,1996-06-30,1999-12-31
NMK,US6535201064,Niagara Mohawk Holdings Inc.,1970-03-31,2001-12-31
NOC,US6668071029,Northrop Grumman Corp.,1985-06-30,2020-06-30
NOV,US6370711011,National Oilwell Varco Inc.,2005-03-31,2020-06-30
NOVL,US6700061053,Novell Inc,1991-12-31,2011-03-31
NOW,US81762P1021,ServiceNow Inc,2019-11-30,2020-06-30
NRG,US6293775085,NRG Energy Inc,2010-03-31,2020-06-30
NRT,US6686051086,Norton Co,1988-06-30,1990-03-31
NSC,US6558441084,Norfolk Southern Corp.,1982-06-30,2020-06-30
NSI,US6376572060,National Service Industries Inc,1986-12-31,2001-09-30
NSM (Nat),US6376401039,National Semiconductor,1976-12-31,2011-06-30
NT,CA6565685089,Nortel Networks,1980-12-31,2002-06-30
