Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik
CSRA,US12650T1043,CSRA Inc,2015-12-31,2018-03-31,BBG009T23FT6,0001646383
CSX,US1264081035,CSX Corp.,1980-12-31,2020-06-30,BBG000BGK1N1,0000277948
CTAS,US1729081059,Cintas Corp.,2001-03-31,2020-06-30,BBG000H40GL3,0000723254
CTB,US2168311072,Cooper Tire & Rubber Co.,1990-06-30,2006-06-30,BBG000BGKZK9,0000024491
CTCO (Cro),US2274301058,Cross & Trecker Corp,1982-09-30,1991-09-30,,
CTL,US1567001060,CenturyLink Inc.,1999-03-31,2020-06-30,BBG000BGLXZ7,
CTSH,US1924461023,Cognizant Technology Solutions Corp,2006-12-31,2020-06-30,BBG000BBF443,0001058290
CTVA,US22052L1044,Corteva Inc.,2019-06-30,2020-06-30,BBG00MV4Q7P7,0001755672
CTX,US1523121044,Centex Corp.,1977-06-30,2009-06-30,BBG002GLQWC9,0000018532
CTXS,US1773761002,Citrix Systems Inc,1999-12-31,2020-06-30,BBG000FQ9611,0000877890
CUE (Qua),US7476331050,Quantum Chemical Corp,1970-03-31,1993-09-30,,
CVA,US22282E1029,Covanta Holding Corp,1987-12-31,1996-06-30,BBG000C60MQ5,0000225648
CVG,US2124851062,Convergys Corp.,2000-06-30,2009-09-30,BBG000BB4YP6,0001062047
CVH,US2228621049,Coventry Corp,2005-09-30,2013-03-31,BBG000H51TQ6,0001054833
CVN (C&S),US12467H1032,C&S/Sovran Corp,1990-09-30,1991-12-31,,
CVS,US1266501006,CVS Health Corp.,1970-03-31,2020-06-30,BBG000BGRZP7,0000064803
CVX,US1667641005,Chevron Corp.,1970-03-31,2020-06-30,BBG000K4NHJ5,0000093410
CXO,US20605P1012,Concho Resources Inc,2016-03-31,2020-06-30,BBG000R7RF74,0001358071
CYM,US2328091036,Cyprus Amax Minerals Co,1989-09-30,1999-09-30,,
CYR,US2252241045,Cray Research Inc,1985-06-30,1995-12-31,,
CZR,US1276861036,Harrah's Entertainment,1990-03-31,2007-12-31,BBG0017T99X1,0000858339
D,US25746U1097,Dominion Resources Inc,1983-06-30,2020-06-30,BBG000BGVYS2,0000715957
DAL,US2473617023,Delta Air Lines Inc,1970-03-31,2020-06-30,BBG000R7Z2D7,0000027904
DAN,US2358252052,Dana Inc,1970-03-31,2005-12-31,BBG000TCD239,0000026780
DD,US26614N1028,DuPont de Nemours Inc,1970-03-31,2020-06-30,BBG00CCS9JW2,0001666700
DD (Old),US2635341090,DuPont Co (Old),1970-03-31,2017-08-31,BBG000BH1613,
DDS,US2540671011,Dillard's Inc.,1986-12-31,2008-09-30,BBG000BS4P78,0000028917
DE,US2441991054,Deere & Co.,1970-03-31,2020-06-30,BBG000BH1QM6,0000315189
DEC,US2538491034,Digital Equipment Corp,1975-12-31,1998-03-31,,
DELL,US24702R1014,Dell Inc,1996-09-30,2013-09-30,BBG000BH2FB1,0001571996
DF,US2423702032,Dean Foods Co,2006-06-30,2013-03-31,BBG000BBMT95,
DFS,US2547091080,Discover Financial Services,2007-09-30,2020-06-30,BBG000QBR6K1,0001393612
DG,US2566771059,Dollar General Corp,1998-09-30,2020-06-30,BBG000NV1PS8,0000029534
DGN,US2376881064,Data General Corp.,1981-06-30,1999-09-30,,
DGX,US74834L1008,Quest Diagnostics Inc,2002-12-31,2020-06-30,BBG000BN85Z8,0001022079
DHI,US23331A1097,D.R. Horton Inc,2005-09-30,2020-06-30,BBG000DQTZG1,0000882184
DHR,US2358511028,Danaher Corp.,1998-12-31,2020-06-30,BBG000BH3LR0,0000313616
DI,US2615971080,Dresser Industries Inc.,1970-03-31,1998-09-30,,
DIGI,US2333111092,DSC Communications Corp.,1984-09-30,1998-06-30,,
DIS,US2546871060,Walt Disney Co,1976-09-30,2020-06-30,BBG000BH4SB1,0001744489
DISCA,US25470F1049,Discovery Communications Inc Class A,2010-03-31,2020-06-30,BBG000CHZ4B9,0001437107
DISCK,US25470F3029,Discovery Com Class C,2014-09-30,2020-06-30,BBG000VMWN82,0001437107
DISH,US25470M1099,DISH Network Corp,2017-03-31,2020-06-30,BBG000C2YW76,0001001082
DJ,US2605611050,Dow Jones & Co. Inc.,1978-06-30,2007-09-30,BBG002GLSZY6,
DLR,US2538681030,Digital Realty Trust,2016-06-30,2020-06-30,BBG000Q5ZSC6,0001297996
DLTR,US2567461080,Dollar Tree Inc,2011-12-31,2020-06-30,BBG000BSCDT2,0000935703
DLX,US2480191012,Deluxe Corp.,1986-06-30,2004-09-30,BBG000BH65S1,0000027996
DNA,US3687103073,Genentech Inc,1986-09-30,1990-03-31,,
DNB,US26483E1001,Dun & Bradstreet Corp,1979-12-31,2017-03-31,BBG000BB2RH2,0001115222
DNR,US2479162081,Denbury Resources Inc.,2009-06-30,2014-12-31,BBG000FBKB38,0000945764
DO,US25271C1027,Diamond Offshore Drilling Inc,2009-03-31,2016-09-30,BBG000FJS1R9,0000949039
DOV,US2600031080,Dover Corp.,1985-12-31,2020-06-30,BBG000BHB4Z0,0000029905
DOW,US2605571031,Dow Inc,2019-04-30,2020-06-30,BBG00LXXHZT7,0000029915
DPH,US2471261055,Delphi Corp. (Old),1999-06-30,2005-09-30,BBG000BRHBP7,0001072342
DPS,US26138E1091,Dr Pepper Snapple Group Inc,2008-12-31,2018-06-30,BBG000TJM948,0001418135
DPT,US1494791072,Datapoint Corp,1981-06-30,1991-03-31,,
DPZ,US25754A2015,Domino's Pizza Inc,2020-05-31,2020-06-30,BBG000P46CJ0,0001286681
DRE,US2644115055,Duke Realty,2017-07-31,2020-06-30,BBG000BHDCJ8,0000783280
DRI,US2371941053,Darden Restaurants Inc,1995-06-30,2020-06-30,BBG000BBP059,0000940944
DTE,US2333311072,DTE Energy Co.,1970-03-31,2020-06-30,BBG000BB2CZ5,0000936340
DTV,US25490A3095,DirecTV,2006-12-31,2015-06-30,BBG000FL38M1,0000936340
DUK,US26441C2044,Duke Energy Corp,1976-09-30,2020-06-30,BBG000BHGGD2,0001326160
DVA,US23918K1088,DaVita Inc.,2008-09-30,2020-06-30,BBG000MQ1VX1,0000927066
DVN,US25179M1036,Devon Energy Corp.,2000-09-30,2020-06-30,BBG000BBVMM5,0001090012
DWD,US24240V1017,Dean Witter Discover & Co.,1993-09-30,1997-03-31,,
DXC,US23355L1061,DXC Technology,2017-04-30,2020-06-30,BBG00FZQLY75,0001688568
DXCM,US2521311074,DexCom Inc,2020-05-31,2020-06-30,BBG000QTFGV1,0001093557
DYN,US26817R1086,Dynegy Inc.,2000-12-31,2009-09-30,BBG003FSTZB4,0001379895
E,US8935321013,Transco Energy Co,1991-06-30,1994-12-31,,
EA,US2855121099,Electronic Arts Inc,2002-09-30,2020-06-30,BBG000BP0WH2,0000712515
EBAY,US2786421030,eBay Inc.,2002-09-30,2020-06-30,BBG000C441Y3,0001065088
EC,US2928451044,Engelhard Corp.,1970-03-31,2006-03-31,BBG002GLTNR0,
ECH,US2787491065,Echlin Inc.,1973-12-31,1998-06-30,,
ECL,US2788651006,Ecolab Inc.,1989-03-31,2020-06-30,BBG000BHL0C2,0000031462
ECO,CA2787511021,Echo Bay Mines Ltd,1990-03-31,1997-12-31,,
ED,US2091151041,Consolidated Edison Inc,1970-03-31,2020-06-30,BBG000BHM0P7,0001047862
EDS,US2856611049,Electronic Data Systems Corp,1981-06-30,2008-06-30,BBG002GLW4V3,
EFU,US27637F1003,Eastern Enterprises,1970-03-31,2000-09-30,,
EFX,US2944291051,Equifax Inc.,1997-06-30,2020-06-30,BBG000BHPNZ3,0000033185
EHC,US29261A1007,HealthSouth Corp.,1997-03-31,2002-12-31,BBG000BGBVK8,0000785161
EIX,US2810201077,Edison International,1970-03-31,2020-06-30,BBG000D7RMQ3,0000827052
EL,US5184391044,Estee Lauder Companies Inc,2006-03-31,2020-06-30,BBG000FKJVN4,0001001250
EMC,US2686481027,EMC Corp.,1996-03-31,2016-08-31,BBG000BHVLJ8,0000790070
EMN,US2774321002,Eastman Chemical Co,1994-03-31,2020-06-30,BBG000BLW6G4,0000915389
EMR,US2910111044,Emerson Electric Co,1970-03-31,2020-06-30,BBG000BHXD68,0000032604
ENDP,IE00BJ3V9050,Endo Int'l plc,2015-03-31,2017-02-28,BBG000C0HZY2,0001593034
ENRNQ,US2935611069,Enron Corp.,1970-03-31,2001-09-30,BBG002GLTQY5,0001024401
EOG,US26875P1012,EOG Resources Inc,2000-12-31,2020-06-30,BBG000BZ9367,0000821189
EOP,US2947411037,Equity Office Properties Trust,2001-12-31,2006-12-31,BBG002GX24M0,
EP,US28336L1098,El Paso Corp.,1999-12-31,2012-03-31,BBG000DST4Q5,0001066107
EQ (Emb),US29078E1055,Embarq Corporation,2006-06-30,2009-06-30,BBG002GQJ982,0001350031
EQIX,US29444U7000,Equinix Inc,2015-03-31,2020-06-30,BBG000MBDX12,0001101239
EQR,US29476L1070,Equity Residential,2001-12-31,2020-06-30,BBG000BG8P98,0000906107
EQT,US26884L1098,EQT Corp,1970-03-31,2018-10-31,BBG000BHZ8B1,0000033213
ES,US30040W1080,Eversource Energy,2009-03-31,2020-06-30,BBG000BQ8910,0000072741
ESRX,US30219G1085,Express Scripts Holding Co,2003-09-30,2018-11-30,BBG000C16621,0001532063
ESS,US2971781057,Essex Property Trust,2014-06-30,2020-06-30,BBG000CGJP77,0000920522
ESY,US2691573016,E-Systems Inc,1985-12-31,1995-03-31,,
ETFC,US2692464017,E*Trade Financial Corp.,2004-06-30,2020-06-30,BBG000N75MS4,0001015780
ETN,IE00B8KQN827,Eaton Corporation plc,1970-03-31,2020-06-30,BBG000BJ3QG7,0001551182
ETR,US29364G1031,Entergy Corp.,1970-03-31,2020-06-30,BBG000C1FSD1,0000065984
ETS,US2936374014,Enterasys Networks Inc.,1995-06-30,2001-06-30,BBG002GLQC06,
EVHC,US29414D1000,Envision Healthcare Holdings Inc,2016-12-31,2018-09-30,BBG00D3CV4L5,0000895930
EVRG,US30034W1062,Evergy Inc,2018-06-30,2020-06-30,BBG00HY73K10,0001711269
EW,US28176E1082,Edwards Lifesciences Corp,2011-06-30,2020-06-30,BBG000BRXR56,0001099800
EXC,US30161N1019,Exelon Corp.,1970-03-31,2020-06-30,BBG000J6XW17,0001109357
EXPD,US3021301094,Expeditors Int'l of Washington Inc,2007-12-31,2020-06-30,BBG000BJ5RP3,0000746515
EXPE,US30212P3038,Expedia Inc.,2007-12-31,2020-06-30,BBG000QY43Z7,0001324424
EXR,US30225T1025,Extra Space Storage Inc,2016-03-31,2020-06-30,BBG000PV29R2,0001289490
F,US3453708600,Ford Motor Co,1970-03-31,2020-06-30,BBG000BQPFG1,0000037996
FANG,US25278X1090,Diamondback Energy Inc,2018-12-31,2020-06-30,BBG002PHSZH4,0001539838
FAST,US3119001044,Fastenal Co.,2008-09-30,2020-06-30,BBG000BJ96W7,0000815556
FB,US30303M1027,Facebook Inc.,2013-12-31,2020-06-30,BBG002GPKKZ7,0001326801
FBF,US3390301089,FleetBoston Financial Group Inc,1988-12-31,2004-03-31,BBG002GLVJF9,0000050341
FBHS,US34964C1062,Fortune Brands Home & Security Inc,2016-06-30,2020-06-30,BBG001VCCJW6,0001519751
FBNI,US3609212093,Furniture Brands International,1970-03-31,1990-09-30,BBG000DSC9D6,0000050957
FBO,US3136931033,Federal Paper Board Inc,1970-03-31,1995-12-31,,
FCN (Fir),US31945A1007,First Chicago NBD Corp,1987-06-30,1998-09-30,,
FCX,US35671D8570,Freeport-McMoRan Inc.,1995-09-30,2020-06-30,BBG000BJDCQ6,0000831259
FDC,US32008D1063,First Data Corp.,1994-09-30,2007-06-30,BBG009NMJJP7,0000883980
FDO,US3070001090,Family Dollar Stores Inc,2001-09-30,2015-06-30,BBG000BJDQL0,0000034408
FDX,US31428X1063,FedEx Corp,1980-12-31,2020-06-30,BBG000BJF3F6,0001048911
FE,US3379321074,FirstEnergy Corp,1970-03-31,2020-06-30,BBG000BB6PD6,0001031296
FFB,US3201951007,First Fidelity Bancorp,1988-06-30,1995-12-31,,
FFIV,US3156161024,F5 Networks Inc,2010-12-31,2020-06-30,BBG000CY05S9,0001048695
FG (USF),US9032901046,USF&G Corp,1976-09-30,1998-03-31,,
FHI,US3142111034,Federated Hermes Inc,2003-06-30,2012-12-31,BBG000BP0BK4,0001056288
FHN,US3205171057,First Horizon National Corp,2002-06-30,2013-03-31,BBG000GJ0XT6,0000036966
FIS,US31620M1062,Fidelity National Information Services Inc,2006-12-31,2020-06-30,BBG000BK2H93,0001136893
FISV,US3377381088,Fiserv Inc,2001-06-30,2020-06-30,BBG000BJL0P4,0000798354
FITB,US3167731005,Fifth Third Bancorp,1996-03-31,2020-06-30,BBG000BJLCJ5,0000035527
FJ,US3474711047,Fort James Corp.,1986-06-30,2000-09-30,,
FJCC,US3131355014,Fedders Corp,1970-03-31,1994-03-31,BBG000CYCYT2,
FL,US3448491049,Foot Locker Inc.,1970-03-31,2019-07-31,BBG000BX8FQ4,0000850209
FLE,US3390991038,Fleetwood Enterprises Inc,1974-06-30,1999-12-31,BBG000BJLZP7,0000314132
FLIR,US3024451011,FLIR Systems Inc,2009-03-31,2020-06-30,BBG000BHKKM8,0000354908
FLM,US3391301062,Fleming Companies,1987-12-31,1997-09-30,BBG002GLVK48,0001125816
FLR,US3434121022,Fluor Corp.,2000-12-31,2019-05-31,BBG000BB1WB8,0001124198
FLS,US34354P1057,Flowserve Corporation,2008-12-31,2020-06-30,BBG000FFH7Y8,0000030625
FLT,US3390411052,FleetCor Technologies Inc,2018-06-30,2020-06-30,BBG0014KPDL9,0001175454
FMC,US3024913036,FMC Corp,1970-03-31,2020-06-30,BBG000BJPBC0,0000037785
FMCC,US3134003017,Freddie Mac (FHLMC),1992-03-31,2008-06-30,BBG000BF7Y65,0001026214
FMY,US5929071091,Fred Meyer Inc.,1998-09-30,1999-03-31,,
FNB (Fir),US3194551012,First Chicago Corp. (Old),1976-09-30,1995-09-30,,
FNMA,US3135861090,Fannie Mae (FNMA),1988-09-30,2008-06-30,BBG000BJQ328,0000310522
FOSL,US34988V1061,Fossil Group,2012-06-30,2015-12-31,BBG000C37DG6,0000883569
FOX,US35137L2043,Fox Corp Class B,2019-03-31,2020-06-30,BBG00JHNKKJ2,
FOX (Old),US90130A2006,Twenty-First Century Fox Inc Class B,2015-09-30,2019-02-28,BBG000BQDCZ0,
FOXA,US35137L1052,Fox Corp,2019-03-31,2020-06-30,BBG00JHNJWT7,0001754301
FOXA (Old),US90130A1016,Twenty-First Century Fox Inc,2004-12-31,2019-02-28,BBG000DWZSS4,0001308161
FPC,US3411090075,Florida Progress Corp,1999-06-30,2000-09-30,,
FRC,US33616C1009,First Republic Bank,1987-06-30,2020-06-30,BBG0019LSQ85,0001132979
FRO (Fro),US35906P1057,Frontier Corp.,1970-03-31,1999-06-30,,
FRT,US3137472060,Federal Realty Investment Trust,2016-03-31,2020-06-30,BBG000BJVPQ7,0000034903
FRX,US3458381064,Forest Laboratories Inc,2000-12-31,2014-06-30,BBG000BJW0S9,0000038074
FSH,US3380322046,Fisher Scientific Int'l,2004-09-30,2006-09-30,BBG002GLVHQ1,
FSLB,US35687M2061,Freescale Semiconductor Inc,2004-12-31,2006-09-30,BBG002GYQ317,
FSLR,US3364331070,First Solar Inc,2009-12-31,2017-02-28,BBG000BFLCG6,0001274494
FTI,GB00BDSFG982,TechnipFMC plc,2009-06-30,2020-06-30,BBG00DL8NMZ8,0001681459
FTL.A,KYG3682L1059,Fruit of The Loom Inc,1995-06-30,1999-09-30,,
FTNT,US34959E1091,Fortinet Inc,2018-10-31,2020-06-30,BBG000BCMNX9,0001262039
FTR,US35906A3068,Frontier Comm's Corp,2001-03-31,2017-02-28,BBG000FH8K48,0000020520
FTV,US34959J1088,Fortive Corp,2016-07-31,2020-06-30,BBG00BLVZ282,0001659166
FWLT,CH0018666781,Foster Wheeler AG,1970-03-31,1999-12-31,BBG000BK1R01,0001130385
G (Gil),US3757661026,Gillette Co.,1970-03-31,2005-09-30,BBG002GLWDC4,0001398659
GAP,US3900641032,The Great Atlantic & Pacific Tea Co,1970-03-31,2000-06-30,BBG000BK3M37,0000043300
GAS,US0012041069,AGL Resources Inc.,2011-12-31,2016-06-30,BBG000BCKF86,0001004155
GAS (Nico),US6540861076,Nicor Inc.,1989-09-30,2011-09-30,BBG000BK42S3,0000072020
GCO,US3715321028,Genesco Inc,1970-03-31,1994-09-30,BBG000BK5V80,0000018498
GD,US3695501086,General Dynamics Corp,1970-03-31,2020-06-30,BBG000BK69Z8,0000040533
GDT,US4016981056,Guidant Corp,1996-12-31,2006-03-31,BBG002GVQWH2,
GDW,US3813171069,Golden West Financial,1988-06-30,2006-09-30,BBG002GLWJ40,
GE,US3696041033,General Electric Co,1970-03-31,2020-06-30,BBG000BK6PH2,0000040545
GEB,US3737121083,Gerber Products Co,1970-03-31,1994-06-30,,
GEN (Gen),US37244E1073,GenOn Energy Inc,2001-06-30,2003-06-30,BBG000BDB3H1,0001126294
GENZ,US3729171047,Genzyme Corp.,2001-12-31,2011-03-31,BBG000BK82F3,0000732485
GFS.A,US3744781051,Giant Food Inc.,1987-09-30,1998-06-30,,
GGP,US36174X1019,GGP Inc,2007-09-30,2018-07-31,BBG000BG3K58,0001496048
GHC,US3846371041,Graham Holdings Co,2007-12-31,2014-06-30,BBG000C3FJS1,0000104889
GHC (Galen),US3632331076,Galen Health Care Inc,1993-03-31,1993-06-30,,
GIDL,US3750481059,Giddings & Lewis Inc.,1992-09-30,1997-06-30,,
GILD,US3755581036,Gilead Sciences Inc,2004-09-30,2020-06-30,BBG000CKHQT4,0000882095
GIS,US3703341046,General Mills Inc.,1970-03-31,2020-06-30,BBG000BKCHJ1,0000040704
GL,US37959E1029,Globe Life Inc,1989-06-30,2020-06-30,BBG000BVD9G7,0000320335
GLBC (Glob),BMG3921A1009,Global Crossing Ltd,1999-09-30,2001-09-30,,
GLD,US8021761072,Santa Fe Pacific Gold Corp.,1994-12-31,1997-03-31,,
GLK (Chem),US3905681033,Great Lakes Chemical Corp,1991-12-31,2005-06-30,,
GLW,US2193501051,Corning Inc.,1970-03-31,2020-06-30,BBG000BKG0Z6,0000024741
GM,US37045V1008,General Motors Co,1970-03-31,2020-06-30,BBG0014WFHK6,0001467858
GMCR,US49271M1009,Keurig Green Mountain Inc,2014-03-31,2015-12-31,BBG000BJ9P91,0000909954
GME,US36467W1099,GameStop Corp.,2007-12-31,2016-03-31,BBG000BB5DK6,0001326380
GNT,US2084641073,Green Tree Financial Corp,1996-03-31,1998-06-30,,
GNW,US37247D1063,Genworth Financial Inc.,2005-12-31,2015-09-30,BBG000J5Q990,0001276520
GOOG,US02079K1079,Alphabet Inc. Class C,2014-06-30,2020-06-30,BBG009S4MVF2,0001652044
GOOGL,US02079K3059,Alphabet Inc. Class A,2006-06-30,2020-06-30,BBG009S4MT03,0001652044
GOSHA,US6882222077,OshKosh B'gosh Inc.,1986-03-31,1995-03-31,BBG002GQG486,
GP,US3732981085,Georgia-Pacific Group,1970-03-31,2005-09-30,BBG002GLWB47,
GPC,US3724601055,Genuine Parts Co,1973-12-31,2020-06-30,BBG000BKL4C7,0000040987
GPN,US37940X1028,Global Payments Inc,2016-06-30,2020-06-30,BBG000CX0RB1,0001123360
GPS,US3647601083,Gap Inc.,1986-09-30,2020-06-30,BBG000BKLK68,0000039911
GPU,US36225X1000,GPU Inc.,1970-03-31,2001-09-30,,
GQ,US4001811037,Grumman Corp,1970-03-31,1994-03-31,,
GR,US3823881061,Goodrich Corp.,1970-03-31,2012-06-30,BBG000BKLX42,0000042542
GRA,US38388F1084,W. R. Grace & Co,1970-03-31,2000-09-30,BBG000BB8QP9,0001045309
GRL,37011810,NextLevel Systems Inc,1970-03-31,1990-06-30,,
GRMN,CH0114405324,Garmin Ltd,2012-12-31,2020-06-30,BBG000C4LXW6,0001121788
GRN,US3705631089,General Re Corp.,1988-06-30,1998-09-30,,
GS,US38141G1040,Goldman Sachs Group Inc,2002-09-30,2020-06-30,BBG000C6CH10,0000886982
GSX,US3708381047,General Signal Corp,1970-03-31,1998-09-30,,
GT,US3825501014,Goodyear Tire & Rubber Co,1970-03-31,2019-01-31,BBG000BKP8N2,0000042582
GTE (GTE),US3623201031,GTE Corp.,1970-03-31,2000-06-30,,
GTW,US3676261080,Gateway Inc.,1998-06-30,2006-06-30,BBG002GTCQK1,
GWF,US3914421009,Great Western Financial Corp,1970-03-31,1997-06-30,,
GWO,US37184G1040,Genesis Worldwide Inc,1970-03-31,1992-06-30,BBG000DVN6P0,
GWW,US3848021040,W. W. Grainger Inc,1981-06-30,2020-06-30,BBG000BKR342,0000277135
H (Har),US41163G1013,Harcourt General Inc.,1981-09-30,2001-03-31,BBG002GLW0T4,0001468174
HAL,US4062161017,Halliburton Co.,1970-03-31,2020-06-30,BBG000BKTJ63,0000045012
HAR,US4130861093,Harman Int'l Industries Inc,2006-03-31,2017-02-28,BBG000BKTVW7,0000800459
HAS,US4180561072,Hasbro Inc.,1984-09-30,2020-06-30,BBG000BKVWG0,0000046080
HBAN,US4461501045,Huntington Bancshares Inc,1997-09-30,2020-06-30,BBG000BKX3B7,0000049196
HBI,US4103451021,Hanesbrands Inc,2015-03-31,2020-06-30,BBG000D2ZX90,0001359841
HBJ,US4116311048,Harcourt Brace Jovanovich,1970-03-31,1991-09-30,,
HBOC,US4041001094,HBO & Co.,1997-12-31,1998-12-31,,
HCA,US40412C1018,HCA Holdings Inc,1993-09-30,2020-06-30,BBG000QW7X64,0000860730
HCBK,US4436831071,Hudson City Bancorp Inc,2007-03-31,2015-09-30,BBG000BKSWP4,0000921847
HCR,US5640551017,Manor Care Inc.,1998-09-30,2007-09-30,BBG002GLX5M9,0000878736
HD,US4370761029,Home Depot Inc,1988-03-31,2020-06-30,BBG000BKZDM1,0000354950
HDLM,US4102521006,Handleman Co.,1973-03-31,1995-12-31,BBG000BL09J0,0000314727
HES,US42809H1077,Hess Corp,1970-03-31,2020-06-30,BBG000BBD2Z5,0000004447
HFC,US4361061082,HollyFrontier Corp,2018-06-30,2020-06-30,BBG000BL9LX8,0000048039
HFS,US4041811096,HFS Inc.,1996-09-30,1997-09-30,,
HI (Hou),US4418151076,Household International Inc,1970-03-31,2002-12-31,BBG002GLXKY3,0001417398
HIG,US4165151048,Hartford Financial Services Group Inc,1995-12-31,2020-06-30,BBG000G0ZB62,0000874766
HII,US4464131063,Huntington Ingalls Industries Inc.,2018-01-31,2020-06-30,BBG001KTGG62,0001501585
HLT,US43300A2033,Hilton Worldwide Holdings Inc.,1970-06-30,2020-06-30,BBG0058KMJP2,0001585689
HM,US4376141002,Homestake Mining Co,1970-03-31,2001-09-30,BBG002GLXDP9,
HMA,US4219331026,Health Management Associates Inc,2001-12-31,2006-12-31,BBG000CT5809,0000792985
HMX,US4171191046,Hartmarx Corp,1979-06-30,1995-03-31,BBG000BL8NG4,0000723371
HNZ,US4230741039,H. J. Heinz Company,1970-03-31,2013-03-31,BBG000BL95K7,0000046640
HOG,US4128221086,Harley-Davidson Inc,2000-03-31,2020-05-31,BBG000BKZWW8,0000793952
HOLX,US4364401012,Hologic Inc,2016-03-31,2020-06-30,BBG000C3P591,0000859737
HON,US4385161066,Honeywell International Inc,1970-03-31,2020-06-30,BBG000H559K2,0000773840
HON (Old),US4385061076,Honeywell Inc. (Old),1970-03-31,1999-09-30,,
HOT,US85590A4013,Starwood Hotels & Resorts Worldwide Inc,2000-12-31,2016-08-31,BBG000BLBZH2,0000316206
HP,US4234521015,Helmerich and Payne Inc,1988-03-31,2020-04-30,BBG000BLCRT6,0000046765
HPC,US4270561065,Hercules Inc.,1970-03-31,2008-09-30,BBG009BNYZY5,0000046989
HPE,US42824C1099,Hewlett Packard Enterprise Co,2015-12-31,2020-06-30,BBG0078W8097,0001645590
HPH,US4133451090,Harnischfeger Industries,1989-09-30,1999-03-31,,
HPQ,US40434L1052,HP Inc,1974-12-31,2020-06-30,BBG000KHWXF5,0000047217
HRB,US0936711052,H&R Block Inc,1986-12-31,2020-06-30,BBG000BLDXM9,0000012659
HRL,US4404521001,Hormel Foods Corp.,2009-03-31,2020-06-30,BBG000BLFBK7,0000048465
HSH,US4325891095,Hillshire Brands Co,1981-09-30,2012-06-30,BBG000BT4VS0,0000023666
HSIC,US8064071025,Henry Schein Inc,2015-03-31,2020-06-30,BBG000BNMVX7,0001000228
HSP,US4410601003,Hospira Inc.,2004-06-30,2015-06-30,BBG000P1FBH0,0001274057
HST,US44107P1049,Host Hotels & Resorts,2007-03-31,2020-06-30,BBG000BL89K0,0001070750
HSY,US4278661081,Hershey Co,1970-03-31,2020-06-30,BBG000BLHVZ5,0000047111
HUM,US4448591028,Humana Inc.,1979-03-31,2020-06-30,BBG000BLKM81,0000049071
HWM,US4432011082,Howmet Aerospace Inc,2016-11-30,2020-06-30,BBG00DYNJGM3,0000004281
HXN,US60899Z0013,Hexion Specialty Chemicals,1970-03-31,1994-09-30,,
I (Fir),US3205481001,First Interstate Bancorporation,1976-09-30,1996-03-31,,
IAC,US44919P5089,IAC/InterActiveCorp,2006-12-31,2008-06-30,BBG000BKQV14,0000891103
IBM,US4592001014,IBM Corp.,1970-03-31,2020-06-30,BBG000BLNQ16,0000051143
ICE,US45866F1049,Intercontinental Exchange Inc,2007-09-30,2020-06-30,BBG000C1FCF4,0001571949
IDXX,US45168D1046,IDEXX Laboratories Inc,2017-01-31,2020-06-30,BBG000BLS2X9,0000874716
IEX,US45167R1041,IDEX Corp,2019-08-31,2020-06-30,BBG000C1HPK7,0000832101
IFF,US4595061015,International Flavors & Fragrances Inc,1976-03-31,2020-06-30,BBG000BLSM65,0000051253
IGT (Old),US4599021023,International Game Technology plc (Old),2001-09-30,2014-03-31,,
IHRT,US1845021021,iHeartMedia Inc,1997-09-30,2008-06-30,BBG002GQ5FF5,0000739708
IIN (ITT),US4506791056,ITT Corp. (Original),1970-03-31,1995-09-30,,
IK,US4587021076,Interlake Corp,1972-03-31,1993-06-30,,
IKN,US4517131011,IKON Office Solutions Inc,1988-03-31,2000-03-31,BBG002GLML28,0000003370
ILMN,US4523271090,Illumina Inc,2015-12-31,2020-06-30,BBG000DSQ5M9,0001110803
IMNX,US4525281022,Immunex Corp.,2001-09-30,2002-06-30,BBG002GQK089,
IMS,US4499341083,IMS Health Holdings Inc,1996-12-31,2009-12-31,BBG002GXKT36,0001058083
INCY,US45337C1027,Incyte Corp,2017-02-28,2020-06-30,BBG000BNQ132,0000879169
INFO,BMG475671050,IHS Markit Ltd.,2017-06-30,2020-06-30,BBG006G06412,0001598014
INGR (Inte),US4586831095,Intergraph Corp,1984-12-31,1997-06-30,BBG00B6W1649,
INTC,US4581401001,Intel Corp.,1976-12-31,2020-06-30,BBG000C0GFS4,0000050863
INTU,US4612021034,Intuit Inc.,2000-12-31,2020-06-30,BBG000BH5QS6,0000896878
IP,US4601461035,International Paper Co.,1970-03-31,2020-06-30,BBG000BM5V31,0000051434
IPG,US4606901001,Interpublic Group of Companies Inc,1992-12-31,2020-06-30,BBG000C90HC5,0000051644
IPGP,US44980X1090,IPG Photonics Corp,2018-03-31,2020-06-30,BBG000DCK5D0,0001111928
IQV,US46266C1053,IQVIA Holdings Inc,2017-08-31,2020-06-30,BBG0044K3GK1,0001478242
IR,US45687V1061,Ingersoll Rand Inc,2020-03-31,2020-06-30,BBG00GK8PMC5,
IRM,US46284V1017,Iron Mountain Inc.,2009-03-31,2020-06-30,BBG000KCZRG5,0001020569
ISRG,US46120E6023,Intuitive Surgical Inc.,2008-06-30,2020-06-30,BBG000BJPPW7,0001035267
IT,US3666511072,Gartner Inc,2017-04-30,2020-06-30,BBG000BB6764,0000749251
ITT,US45073V1089,ITT Inc,1995-12-31,2011-09-30,BBG00CVQZQG8,0000216228
