company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
HCA Healthcare Inc,HCA,,860730,2016.0,Q4,2016-10-01,2016-12-31,,2.45,2.45,,503000000.0,2.37,,480000000.0,1085000000.0,1085000000.0,920000000.0,165000000.0,1802000000.0,8249000000.0,-2392000000.0,,,-302000000.0,6643000000.0,-590000000.0,8839000000.0,432000000.0,2000000.0,6844000000.0,1995000000.0,-430000000.0,1565000000.0,8249000000.0,383800000.0,383591000.0,395851000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q3,2016-07-01,2016-09-30,2017-11-07 16:21:06+00:00,1.63,1.63,,495000000.0,1.59,,273000000.0,745000000.0,745000000.0,618000000.0,127000000.0,1699000000.0,11110000000.0,840000000.0,,,11000000.0,6636000000.0,2539000000.0,8571000000.0,436000000.0,25000000.0,7142000000.0,1429000000.0,-411000000.0,1018000000.0,11110000000.0,379100000.0,378199000.0,389592000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q3YTD,2016-01-01,2016-09-30,,5.08,5.08,,1463000000.0,4.93,,898000000.0,2347000000.0,2347000000.0,1970000000.0,377000000.0,5131000000.0,33241000000.0,2392000000.0,,,33000000.0,19750000000.0,7523000000.0,25718000000.0,1279000000.0,52000000.0,21246000000.0,4472000000.0,-1227000000.0,3245000000.0,33241000000.0,379100000.0,378199000.0,389592000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q3TTM,2015-10-01,2016-09-30,,6.51,6.51,,1943000000.0,6.33,,1212000000.0,3085000000.0,3085000000.0,2552000000.0,533000000.0,6817000000.0,44564000000.0,3466000000.0,,46000000.0,210000000.0,26144000000.0,10283000000.0,34281000000.0,1699000000.0,58000000.0,28343000000.0,5938000000.0,-1641000000.0,4297000000.0,44564000000.0,379100000.0,378199000.0,389592000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q2,2016-04-01,2016-06-30,2017-08-04 16:35:16+00:00,1.7,1.7,,489000000.0,1.65,,341000000.0,791000000.0,791000000.0,658000000.0,133000000.0,1718000000.0,11081000000.0,762000000.0,,,10000000.0,6559000000.0,2480000000.0,8601000000.0,427000000.0,16000000.0,7058000000.0,1543000000.0,-411000000.0,1132000000.0,11081000000.0,387100000.0,386406000.0,398659000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q2YTD,2016-01-01,2016-06-30,,3.45,3.45,,968000000.0,3.34,,625000000.0,1602000000.0,1602000000.0,1352000000.0,250000000.0,3432000000.0,22131000000.0,1552000000.0,,,22000000.0,13114000000.0,4984000000.0,17147000000.0,843000000.0,27000000.0,14104000000.0,3043000000.0,-816000000.0,2227000000.0,22131000000.0,387100000.0,386406000.0,398659000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q2TTM,2015-07-01,2016-06-30,,5.96,5.96,,1930000000.0,5.79,,1209000000.0,2913000000.0,2913000000.0,2383000000.0,530000000.0,6762000000.0,44468000000.0,3784000000.0,,37000000.0,276000000.0,25923000000.0,10546000000.0,33922000000.0,1674000000.0,40000000.0,28166000000.0,5756000000.0,-1634000000.0,4122000000.0,44468000000.0,387100000.0,386406000.0,398659000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q1,2016-01-01,2016-03-31,2017-05-09 17:04:13+00:00,1.75,1.75,,479000000.0,1.69,,284000000.0,811000000.0,811000000.0,694000000.0,117000000.0,1714000000.0,11050000000.0,790000000.0,,,12000000.0,6555000000.0,2504000000.0,8546000000.0,416000000.0,11000000.0,7046000000.0,1500000000.0,-405000000.0,1095000000.0,11050000000.0,396600000.0,396397000.0,410575000.0
HCA Healthcare Inc,HCA,,860730,2016.0,Q1TTM,2015-04-01,2016-03-31,,5.48,5.48,,1910000000.0,5.32,,1187000000.0,2787000000.0,2787000000.0,2232000000.0,555000000.0,6714000000.0,44319000000.0,4057000000.0,,19000000.0,266000000.0,25611000000.0,10771000000.0,33548000000.0,1797000000.0,29000000.0,27806000000.0,5742000000.0,-1768000000.0,3974000000.0,44319000000.0,396600000.0,396397000.0,410575000.0
HCA Healthcare Inc,HCA,,860730,2017.0,FY,2017-01-01,2017-12-31,2020-02-20 16:20:31+00:00,6.12,6.12,,2131000000.0,5.95,,1638000000.0,2743000000.0,2743000000.0,2216000000.0,527000000.0,7316000000.0,43614000000.0,,,,-8000000.0,28110000000.0,7316000000.0,36298000000.0,1729000000.0,45000000.0,30233000000.0,6065000000.0,-1684000000.0,4381000000.0,43614000000.0,362100000.0,362305000.0,372221000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q4,2017-10-01,2017-12-31,,1.37,1.37,,550000000.0,1.31,,736000000.0,641000000.0,641000000.0,474000000.0,167000000.0,1947000000.0,11562000000.0,,,,1000000.0,7262000000.0,1947000000.0,9615000000.0,433000000.0,8000000.0,7813000000.0,1802000000.0,-425000000.0,1377000000.0,11562000000.0,362100000.0,362305000.0,372221000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q3,2017-07-01,2017-09-30,2018-11-06 16:48:22+00:00,1.18,1.18,,539000000.0,1.15,,248000000.0,530000000.0,530000000.0,426000000.0,104000000.0,1777000000.0,10696000000.0,,,,-7000000.0,7156000000.0,1777000000.0,8919000000.0,466000000.0,13000000.0,7688000000.0,1231000000.0,-453000000.0,778000000.0,10696000000.0,361000000.0,360170000.0,369834000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q3YTD,2017-01-01,2017-09-30,,4.75,4.75,,1581000000.0,4.64,,902000000.0,2102000000.0,2102000000.0,1742000000.0,360000000.0,5369000000.0,32052000000.0,,,,-9000000.0,20848000000.0,5369000000.0,26683000000.0,1296000000.0,37000000.0,22420000000.0,4263000000.0,-1259000000.0,3004000000.0,32052000000.0,361000000.0,360170000.0,369834000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q3TTM,2016-10-01,2017-09-30,,7.2,7.2,,2084000000.0,7.01,,1382000000.0,3187000000.0,3187000000.0,2662000000.0,525000000.0,7171000000.0,40301000000.0,-2392000000.0,,,-311000000.0,27491000000.0,4779000000.0,35522000000.0,1728000000.0,39000000.0,29264000000.0,6258000000.0,-1689000000.0,4569000000.0,40301000000.0,361000000.0,360170000.0,369834000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q2,2017-04-01,2017-06-30,2018-08-03 16:44:10+00:00,1.79,1.79,0.0,521000000.0,1.75,,365000000.0,795000000.0,795000000.0,657000000.0,138000000.0,1795000000.0,10733000000.0,,,,-2000000.0,6861000000.0,1795000000.0,8938000000.0,411000000.0,13000000.0,7380000000.0,1558000000.0,-398000000.0,1160000000.0,10733000000.0,367000000.0,365847000.0,375338000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q2YTD,2017-01-01,2017-06-30,,3.57,3.57,,1042000000.0,3.49,,654000000.0,1572000000.0,1572000000.0,1316000000.0,256000000.0,3592000000.0,21356000000.0,,,,-2000000.0,13692000000.0,3592000000.0,17764000000.0,830000000.0,24000000.0,14732000000.0,3032000000.0,-806000000.0,2226000000.0,21356000000.0,367000000.0,365847000.0,375338000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q2TTM,2016-07-01,2017-06-30,,7.65,7.65,,2040000000.0,7.45,,1407000000.0,3402000000.0,3402000000.0,2854000000.0,548000000.0,7093000000.0,40715000000.0,-1552000000.0,,,-293000000.0,26971000000.0,5541000000.0,35174000000.0,1698000000.0,51000000.0,28718000000.0,6456000000.0,-1647000000.0,4809000000.0,40715000000.0,367000000.0,365847000.0,375338000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 16:37:19+00:00,1.78,1.78,,521000000.0,1.74,,289000000.0,777000000.0,777000000.0,659000000.0,118000000.0,1797000000.0,10623000000.0,,,,,6831000000.0,1797000000.0,8826000000.0,419000000.0,11000000.0,7352000000.0,1474000000.0,-408000000.0,1066000000.0,10623000000.0,370200000.0,370289000.0,379980000.0
HCA Healthcare Inc,HCA,,860730,2017.0,Q1TTM,2016-04-01,2017-03-31,,7.56,7.56,,2008000000.0,7.35,,1383000000.0,3398000000.0,3398000000.0,2855000000.0,543000000.0,7016000000.0,41063000000.0,-790000000.0,,,-281000000.0,26669000000.0,6226000000.0,34837000000.0,1714000000.0,54000000.0,28396000000.0,6441000000.0,-1660000000.0,4781000000.0,41063000000.0,370200000.0,370289000.0,379980000.0
HCA Healthcare Inc,HCA,,860730,2018.0,FY,2018-01-01,2018-12-31,2020-02-20 16:20:31+00:00,10.9,10.9,1.4,2278000000.0,10.66,,946000000.0,4389000000.0,4389000000.0,3787000000.0,602000000.0,7724000000.0,46677000000.0,,,,-428000000.0,30033000000.0,7724000000.0,38953000000.0,1764000000.0,29000000.0,31883000000.0,7070000000.0,-1735000000.0,5335000000.0,46677000000.0,347400000.0,347297000.0,355303000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q4,2018-10-01,2018-12-31,,3.09,3.09,,581000000.0,3.02,,244000000.0,1245000000.0,1245000000.0,1064000000.0,181000000.0,2002000000.0,12274000000.0,,,,-8000000.0,7768000000.0,2002000000.0,10272000000.0,446000000.0,4000000.0,8341000000.0,1931000000.0,-442000000.0,1489000000.0,12274000000.0,347400000.0,347297000.0,355303000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q3,2018-07-01,2018-09-30,2019-11-01 16:33:04+00:00,2.2,2.2,,582000000.0,2.15,,173000000.0,896000000.0,896000000.0,759000000.0,137000000.0,1890000000.0,11451000000.0,,,,-6000000.0,7474000000.0,1890000000.0,9561000000.0,451000000.0,9000000.0,8050000000.0,1511000000.0,-442000000.0,1069000000.0,11451000000.0,345000000.0,345823000.0,353639000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q3YTD,2018-01-01,2018-09-30,,7.81,7.81,,1697000000.0,7.64,,702000000.0,3144000000.0,3144000000.0,2723000000.0,421000000.0,5722000000.0,34403000000.0,,,,-420000000.0,22265000000.0,5722000000.0,28681000000.0,1318000000.0,25000000.0,23542000000.0,5139000000.0,-1293000000.0,3846000000.0,34403000000.0,345000000.0,345823000.0,353639000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q3TTM,2017-10-01,2018-09-30,,9.18,9.18,,2247000000.0,8.95,,1438000000.0,3785000000.0,3785000000.0,3197000000.0,588000000.0,7669000000.0,45965000000.0,,,,-419000000.0,29527000000.0,7669000000.0,38296000000.0,1751000000.0,33000000.0,31355000000.0,6941000000.0,-1718000000.0,5223000000.0,45965000000.0,345000000.0,345823000.0,353639000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 16:46:57+00:00,2.35,2.35,,562000000.0,2.31,,272000000.0,966000000.0,966000000.0,820000000.0,146000000.0,1917000000.0,11529000000.0,,,,-9000000.0,7392000000.0,1917000000.0,9612000000.0,436000000.0,7000000.0,7945000000.0,1667000000.0,-429000000.0,1238000000.0,11529000000.0,348900000.0,348615000.0,355039000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q2YTD,2018-01-01,2018-06-30,,5.61,5.61,,1115000000.0,5.49,,529000000.0,2248000000.0,2248000000.0,1964000000.0,284000000.0,3832000000.0,22952000000.0,,,,-414000000.0,14791000000.0,3832000000.0,19120000000.0,867000000.0,16000000.0,15492000000.0,3628000000.0,-851000000.0,2777000000.0,22952000000.0,348900000.0,348615000.0,355039000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q2TTM,2017-07-01,2018-06-30,,8.16,8.16,,2204000000.0,7.95,,1513000000.0,3419000000.0,3419000000.0,2864000000.0,555000000.0,7556000000.0,45210000000.0,,,,-420000000.0,29209000000.0,7556000000.0,37654000000.0,1766000000.0,37000000.0,30993000000.0,6661000000.0,-1729000000.0,4932000000.0,45210000000.0,348900000.0,348615000.0,355039000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 17:54:49+00:00,3.26,3.26,0.35,553000000.0,3.18,,257000000.0,1282000000.0,1282000000.0,1144000000.0,138000000.0,1915000000.0,11423000000.0,,,,-405000000.0,7399000000.0,1915000000.0,9508000000.0,431000000.0,9000000.0,7547000000.0,1961000000.0,-422000000.0,1539000000.0,11423000000.0,350900000.0,350850000.0,359749000.0
HCA Healthcare Inc,HCA,,860730,2018.0,Q1TTM,2017-04-01,2018-03-31,,7.6,7.6,,2163000000.0,7.39,,1606000000.0,3248000000.0,3248000000.0,2701000000.0,547000000.0,7434000000.0,44414000000.0,,,,-413000000.0,28678000000.0,7434000000.0,36980000000.0,1741000000.0,43000000.0,30428000000.0,6552000000.0,-1698000000.0,4854000000.0,44414000000.0,350900000.0,350850000.0,359749000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q4,2019-10-01,2019-12-31,,3.15,3.15,,694000000.0,3.09,,334000000.0,1273000000.0,1273000000.0,1071000000.0,202000000.0,2232000000.0,13523000000.0,,,,-1000000.0,8573000000.0,2232000000.0,11291000000.0,438000000.0,20000000.0,9266000000.0,2025000000.0,-418000000.0,1607000000.0,13523000000.0,341300000.0,341210000.0,348226000.0
HCA Healthcare Inc,HCA,,860730,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 16:20:31+00:00,10.27,10.27,1.6,2596000000.0,10.07,,1099000000.0,4145000000.0,4145000000.0,3505000000.0,640000000.0,8481000000.0,51336000000.0,,,,-18000000.0,33041000000.0,8481000000.0,42855000000.0,2035000000.0,43000000.0,35619000000.0,7236000000.0,-1992000000.0,5244000000.0,51336000000.0,341300000.0,341210000.0,348226000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q3YTD,2019-01-01,2019-09-30,,7.12,7.12,,1902000000.0,6.98,,765000000.0,2872000000.0,2872000000.0,2434000000.0,438000000.0,6249000000.0,37813000000.0,,,,-17000000.0,24468000000.0,6249000000.0,31564000000.0,1597000000.0,23000000.0,26353000000.0,5211000000.0,-1574000000.0,3637000000.0,37813000000.0,340000000.0,340789000.0,347487000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q3TTM,2018-10-01,2019-09-30,,10.21,10.21,,2483000000.0,10.0,,1009000000.0,4117000000.0,4117000000.0,3498000000.0,619000000.0,8251000000.0,50087000000.0,,,,-25000000.0,32236000000.0,8251000000.0,41836000000.0,2043000000.0,27000000.0,34694000000.0,7142000000.0,-2016000000.0,5126000000.0,50087000000.0,340000000.0,340789000.0,347487000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q3,2019-07-01,2019-09-30,2019-11-01 16:33:04+00:00,1.8,1.8,,647000000.0,1.76,,215000000.0,764000000.0,764000000.0,612000000.0,152000000.0,2090000000.0,12694000000.0,,,,,8323000000.0,2090000000.0,10604000000.0,659000000.0,4000000.0,8970000000.0,1634000000.0,-655000000.0,979000000.0,12694000000.0,340000000.0,340789000.0,347487000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q2YTD,2019-01-01,2019-06-30,,5.32,5.32,,1255000000.0,5.22,,550000000.0,2108000000.0,2108000000.0,1822000000.0,286000000.0,4159000000.0,25119000000.0,,,,-17000000.0,16145000000.0,4159000000.0,20960000000.0,938000000.0,19000000.0,17383000000.0,3577000000.0,-919000000.0,2658000000.0,25119000000.0,341900000.0,342170000.0,348373000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q2TTM,2018-07-01,2019-06-30,,10.61,10.61,,2418000000.0,10.39,,967000000.0,4249000000.0,4249000000.0,3645000000.0,604000000.0,8051000000.0,48844000000.0,,,,-31000000.0,31387000000.0,8051000000.0,40793000000.0,1835000000.0,32000000.0,33774000000.0,7019000000.0,-1803000000.0,5216000000.0,48844000000.0,341900000.0,342170000.0,348373000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q2,2019-04-01,2019-06-30,2019-08-02 16:46:57+00:00,2.29,2.29,,636000000.0,2.25,,271000000.0,927000000.0,927000000.0,783000000.0,144000000.0,2118000000.0,12602000000.0,,,,-18000000.0,8199000000.0,2118000000.0,10484000000.0,477000000.0,8000000.0,8817000000.0,1667000000.0,-469000000.0,1198000000.0,12602000000.0,341900000.0,342170000.0,348373000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 17:04:18+00:00,3.03,3.03,0.4,619000000.0,2.97,,279000000.0,1181000000.0,1181000000.0,1039000000.0,142000000.0,2041000000.0,12517000000.0,,,,1000000.0,7946000000.0,2041000000.0,10476000000.0,461000000.0,11000000.0,8566000000.0,1910000000.0,-450000000.0,1460000000.0,12517000000.0,342900000.0,342876000.0,350316000.0
HCA Healthcare Inc,HCA,,860730,2019.0,Q1TTM,2018-04-01,2019-03-31,,10.67,10.67,,2344000000.0,10.45,,968000000.0,4288000000.0,4288000000.0,3682000000.0,606000000.0,7850000000.0,47771000000.0,,,,-22000000.0,30580000000.0,7850000000.0,39921000000.0,1794000000.0,31000000.0,32902000000.0,7019000000.0,-1763000000.0,5256000000.0,47771000000.0,342900000.0,342876000.0,350316000.0
HCA Healthcare Inc,HCA,,860730,2020.0,Q1TTM,2019-04-01,2020-03-31,,8.96,8.96,,2651000000.0,8.79,,932000000.0,3662000000.0,3662000000.0,3047000000.0,615000000.0,8563000000.0,51680000000.0,,,,-26000000.0,33640000000.0,8563000000.0,43117000000.0,2297000000.0,39000000.0,36265000000.0,6852000000.0,-2258000000.0,4594000000.0,51680000000.0,337800000.0,338242000.0,344096000.0
HCA Healthcare Inc,HCA,,860730,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 17:04:18+00:00,1.72,1.72,0.43,674000000.0,1.69,,112000000.0,698000000.0,698000000.0,581000000.0,117000000.0,2123000000.0,12861000000.0,,,,-7000000.0,8545000000.0,2123000000.0,10738000000.0,723000000.0,7000000.0,9212000000.0,1526000000.0,-716000000.0,810000000.0,12861000000.0,337800000.0,338242000.0,344096000.0
